rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,862451,51,1,6,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r2)","r1=R8;c1=int:6;r2=R9;r3=R13;c2=int:1;r4=R7","benchmark_awfy_richards_opt",2518
110,24758,2,1,4,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | UNLINK_REG(r4)","r1=R11;r2=R8;r3=R3;r4=R9","benchmark_awfy_richards_opt",3871
111,24627,1,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ICOPY_REG_REG(r1,r2)","c1=label@4338;r1=R8;r2=R9;c2=int:0","benchmark_awfy_richards_opt",4327
112,24070,7,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | ICOPY_REG_REG(r3,r5)","r1=R9;r2=R13;c1=int:1;r3=R10;r4=R8;r5=R14","benchmark_awfy_richards_opt",2549
113,23253,9,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r4,r2)","r1=R12;r2=R17;r3=R11;c1=int:9;r4=R10","benchmark_awfy_richards_opt",877
114,23252,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | INE_REG_REG_INT(r5,r3,c1)","r1=R32;r2=R68;r3=R31;r4=R1;r5=R36;c1=int:0","benchmark_awfy_richards_opt",5324
115,23252,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R31;r2=R1;r3=R36;c1=int:0;c2=label@5500","benchmark_awfy_richards_opt",5327
116,23249,2,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LOAD_REG_INT(r5,c1)","r1=R19;r2=R10;c1=int:1;r3=R20;r4=R18;r5=R16","benchmark_awfy_richards_opt",4117
117,23248,4,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | LINKATTR1_REG_REG_INT(r4,r1,c2)","r1=R30;r2=R28;r3=R31;c1=int:25;r4=R22;c2=int:2","benchmark_awfy_richards_opt",4947
118,23246,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1) | MINATTRS_REG_REG_INT(r3,r4,c2)","r1=R0;r2=R27;r3=R10;c1=int:15;r4=R28;c2=int:0","benchmark_awfy_richards_opt",3906
119,23246,2,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r1)","r1=R11;r2=R10;r3=R27;r4=R13;r5=R25","benchmark_awfy_richards_opt",4180
120,23246,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R10;r2=R5;r3=R7;r4=R28;r5=R9;r6=R3","benchmark_awfy_richards_opt",4053
121,23246,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r6,c1)","r1=R7;r2=R28;r3=R9;r4=R3;r5=R15;r6=R13;c1=int:20","benchmark_awfy_richards_opt",4056
122,23246,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c2)","c1=int:1;r1=R0;r2=R27;r3=R10;c2=int:15","benchmark_awfy_richards_opt",3904
123,23246,4,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | COPY_REG_REG(r5,r1)","r1=R28;r2=R35;r3=R23;r4=R36;r5=R67","benchmark_awfy_richards_opt",5287
124,23246,1,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r3,c1)","r1=R9;r2=R1;r3=R27;r4=R14;c1=int:2","benchmark_awfy_richards_opt",4036
125,20310,1,1,5,over_3_symbols,"UNLINK_REG(r1) | IGTE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R52;r2=R53;r3=R34;c1=int:4;c2=label@5680","benchmark_awfy_richards_opt",5603
126,20310,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | IGTE_REG_REG_INT(r1,r3,c1)","r1=R53;r2=R52;r3=R34;c1=int:4","benchmark_awfy_richards_opt",5601
127,20126,9,1,3,candidate,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | UNLINK_REG(r2)","r1=R17;r2=R13;r3=R19","benchmark_awfy_richards_opt",935
128,20121,4,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R8;r2=R12;c2=int:21","benchmark_awfy_richards_opt",2510
129,20114,3,1,7,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r4,c1) | SETTP_REG_INT(r5,c2)","r1=R18;r2=R15;r3=R16;r4=R22;c1=int:3;r5=R13;c2=int:256","benchmark_awfy_richards_opt",4219
130,20114,1,1,6,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3)","c1=int:1;r1=R6;r2=R9;c2=int:17;r3=R10;c3=int:0","benchmark_awfy_richards_opt",2924
131,20114,3,1,3,candidate,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R18;r2=R25;r3=R15","benchmark_awfy_richards_opt",4248
132,20114,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | BNE_ID_REG_INT(c1,r3,c2)","r1=R5;r2=R6;c1=label@2954;r3=R11;c2=int:0","benchmark_awfy_richards_opt",2944
133,19435,5,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R6;r2=R1;c1=int:0;r3=R7;r4=R10","benchmark_awfy_richards_opt",3011
134,19313,5,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1)","r1=R5;r2=R13;r3=R11;c1=int:17","benchmark_awfy_richards_opt",650
135,17086,2,1,6,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R15;c1=label@4193;r2=R17;r3=R19;r4=R13;c2=int:20","benchmark_awfy_richards_opt",4083
136,14760,1,1,4,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | BR_ID(c1)","r1=R6;r2=R67;r3=R11;c1=label@4673","benchmark_awfy_richards_opt",4582
137,14759,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | IGT_REG_REG_REG(r5,r6,r3)","r1=R15;r2=R9;c1=int:1;r3=R16;r4=R14;r5=R21;r6=R20","benchmark_awfy_richards_opt",4157
138,14759,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | IGT_REG_REG_REG(r4,r5,r1) | UNLINK_REG(r1)","r1=R16;r2=R14;r3=R15;r4=R21;r5=R20","benchmark_awfy_richards_opt",4161
139,12327,2,1,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R7;r2=R8;c1=int:0;c2=label@4810","benchmark_awfy_richards_opt",4706
140,12327,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R8;r2=R17;c1=int:8;r3=R7;c2=int:0","benchmark_awfy_richards_opt",4702
141,11627,1,1,7,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R36;r2=R31;c1=int:0;c2=label@5500;r3=R22;r4=R41;c3=int:16","benchmark_awfy_richards_opt",5330
142,11627,1,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | IEQ_REG_REG_INT(r4,r3,c2)","r1=R22;r2=R31;c1=int:0;r3=R23;r4=R21;c2=int:1","benchmark_awfy_richards_opt",5341
143,11627,2,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r2,r5)","r1=R23;r2=R36;r3=R67;r4=R28;r5=R27","benchmark_awfy_richards_opt",5290
144,11622,5,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r2,c1)","r1=R5;r2=R4;c1=int:0","benchmark_awfy_richards_opt",614
145,11619,2,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R25;r2=R52;r3=R67;r4=R41;r5=R53;r6=R38","benchmark_awfy_richards_opt",5669
146,11619,2,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","r1=R50;c1=int:2;r2=R41;c2=int:256","benchmark_awfy_richards_opt",5648
147,10467,2,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r1,c2)","r1=R1;r2=R11;r3=R6;r4=R9;c1=int:17;c2=int:0","benchmark_awfy_richards_opt",2954
148,10127,1,1,5,over_3_symbols,"UNLINK_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R6;r2=R7;r3=R0;c1=int:0;c2=label@3007","benchmark_awfy_richards_opt",2974
149,10127,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | INE_REG_REG_INT(r1,r3,c1)","r1=R7;r2=R6;r3=R0;c1=int:0","benchmark_awfy_richards_opt",2972
150,10127,1,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | RET_REG(r3)","r1=R7;r2=R6;r3=R11","benchmark_awfy_richards_opt",3022
151,10005,8,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R53;c1=int:0;r2=R49;c2=int:4;r3=R60;c3=int:256","benchmark_awfy_richards_opt",2238
152,10004,7,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | CALL_REG_FUNC_REG(r3,c2,r4)","r1=R4;c1=int:256;r2=R10;r3=R5;c2=func@12672;r4=R9","benchmark_awfy_richards_opt",217
153,10000,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | ISUB_REG_REG_INT(r4,r3,c2)","r1=R17;r2=R67;r3=R7;c1=int:8;r4=R6;c2=int:1","benchmark_awfy_richards_opt",4680
154,10000,1,1,6,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R6;r2=R7;c1=int:1;r3=R8;r4=R17;c2=int:8","benchmark_awfy_richards_opt",4687
155,10000,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R7;r2=R17;c1=int:8;r3=R6;c2=int:1","benchmark_awfy_richards_opt",4683
156,10000,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r1,c2)","r1=R8;r2=R17;c1=int:8;r3=R7;c2=int:0","benchmark_awfy_richards_opt",4700
157,9999,1,1,4,over_3_symbols,"IAND_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IEQ_REG_REG_INT(r1,r1,c2)","r1=R22;r2=R23;c1=int:1;c2=int:0","benchmark_awfy_richards_opt",4814
158,9999,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IAND_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R23;r2=R17;c1=int:7;r3=R22;c2=int:1","benchmark_awfy_richards_opt",4810
159,9999,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R20;r2=R17;c1=int:7;r3=R8;c2=int:2","benchmark_awfy_richards_opt",4827
160,9999,1,1,8,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | LINKATTR1_REG_REG_INT(r6,r5,c2)","r1=R8;r2=R6;r3=R7;r4=R9;r5=R13;c1=int:24;r6=R5;c2=int:2","benchmark_awfy_richards_opt",3846
161,9999,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r4) | IGT_REG_REG_REG(r5,r6,r1)","r1=R3;r2=R9;r3=R10;r4=R5;r5=R11;r6=R8","benchmark_awfy_richards_opt",3865
162,9999,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4)","c1=int:1;r1=R4;r2=R13;r3=R3;r4=R14","benchmark_awfy_richards_opt",3767
163,9999,2,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | ICOPY_REG_REG(r4,r5)","r1=R17;r2=R24;r3=R67;r4=R25;r5=R15","benchmark_awfy_richards_opt",4862
164,9999,1,1,4,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | RET_REG(r3)","r1=R6;c1=label@3888;r2=R11;r3=R1","benchmark_awfy_richards_opt",3881
165,9999,1,1,4,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c2,r2)","r1=R23;r2=R22;c1=int:0;c2=label@4873","benchmark_awfy_richards_opt",4818
166,9999,1,1,4,over_3_symbols,"UNLINK_REG(r1) | IGT_REG_REG_REG(r2,r3,r4) | UNLINK_REG(r4)","r1=R5;r2=R11;r3=R8;r4=R3","benchmark_awfy_richards_opt",3869
167,9987,1,1,5,over_3_symbols,"UNLINK_REG(r1) | BNE_ID_REG_INT(c1,r2,c2) | RET_REG(r3)","r1=R6;c1=label@2954;r2=R11;c2=int:0;r3=R10","benchmark_awfy_richards_opt",2946
168,9349,40,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R5;r2=R11;c1=int:17;r3=R13;c2=int:9","benchmark_awfy_richards_opt",653
169,9308,1,1,7,over_3_symbols,"BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IADD_REG_REG_INT(r4,r2,c3)","c1=label@5267;r1=R22;r2=R20;r3=R28;c2=int:26;r4=R8;c3=int:1","benchmark_awfy_richards_opt",5100
170,9308,1,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISUB_REG_REG_INT(r3,r1,c2)","r1=R20;r2=R21;c1=int:65;r3=R31;c2=int:1","benchmark_awfy_richards_opt",5151
171,9308,1,1,4,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R20;r2=R21;c1=int:26;c2=label@5147","benchmark_awfy_richards_opt",5126
172,9308,1,1,7,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r4,r5,c2)","r1=R22;r2=R32;r3=R25;c1=label@5267;r4=R20;r5=R28;c2=int:26","benchmark_awfy_richards_opt",5096
173,9308,1,1,7,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3)","r1=R31;r2=R20;c1=int:1;r3=R21;r4=R32;c2=int:0;c3=label@5189","benchmark_awfy_richards_opt",5157
174,9308,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","r1=R21;r2=R28;c1=int:26;r3=R20","benchmark_awfy_richards_opt",5122
175,9308,1,1,6,over_3_symbols,"UNLINK_REG(r1) | ISUB_REG_REG_INT(r2,r3,c1) | IEQ_REG_REG_INT(r1,r4,c2)","r1=R21;r2=R31;r3=R20;c1=int:1;r4=R32;c2=int:0","benchmark_awfy_richards_opt",5155
176,9308,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c1)","r1=R21;r2=R28;c1=int:26;r3=R20","benchmark_awfy_richards_opt",5120
177,9300,1,1,4,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r3)","r1=R51;r2=R34;c1=int:1;r3=R53","benchmark_awfy_richards_opt",5983
178,9300,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4)","r1=R53;r2=R52;r3=R25;r4=R51;r5=R34;c1=int:1","benchmark_awfy_richards_opt",5979
179,9300,1,1,7,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | IADD_REG_REG_INT(r4,r5,c2)","r1=R52;r2=R25;c1=int:0;r3=R53;r4=R51;r5=R34;c2=int:1","benchmark_awfy_richards_opt",5975
180,9300,5,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R17;r2=R12;r3=R20;c1=int:17;c2=int:9","benchmark_awfy_richards_opt",917
181,9300,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R52;r2=R51;c1=int:2;r3=R41;c2=int:256","benchmark_awfy_richards_opt",5992
182,9300,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R53;r2=R52;r3=R51;c1=int:2","benchmark_awfy_richards_opt",5990
183,9299,4,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IADD_REG_REG_INT(r4,r3,c2)","r1=R11;r2=R60;r3=R12;c1=int:9;r4=R13;c2=int:1","benchmark_awfy_richards_opt",633
184,9297,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r4) | ICOPY_REG_REG(r5,r1)","r1=R20;r2=R22;r3=R23;r4=R21;r5=R18","benchmark_awfy_richards_opt",4783
185,9297,2,1,3,candidate,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | UNLINK_REG(r3)","r1=R21;r2=R18;r3=R20","benchmark_awfy_richards_opt",4787
186,9296,1,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R48;r2=R65;r3=R61;r4=R49;c1=int:6","benchmark_awfy_richards_opt",6231
187,8490,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R67;r2=R13;r3=R9;r4=R68;c1=int:0;c2=label@4927","benchmark_awfy_richards_opt",4670
188,8490,1,1,6,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | IEQ_REG_REG_INT(r4,r5,c1)","r1=R6;r2=R67;r3=R13;r4=R9;r5=R68;c1=int:0","benchmark_awfy_richards_opt",4668
189,8487,1,1,5,over_3_symbols,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5)","r1=R19;r2=R12;r3=R9;r4=R27;r5=R13","benchmark_awfy_richards_opt",4260
190,7334,2,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2)","r1=R21;r2=R25;c1=int:4;r3=R23;c2=int:2","benchmark_awfy_richards_opt",4844
191,5007,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IDIV_REG_REG_INT(r4,r2,c3)","c1=label@4873;r1=R22;r2=R20;r3=R17;c2=int:7;r4=R8;c3=int:2","benchmark_awfy_richards_opt",4824
192,5007,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c1)","r1=R21;r2=R8;r3=R25;c1=int:4","benchmark_awfy_richards_opt",4841
193,5007,1,1,6,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R8;r2=R20;c1=int:2;r3=R21;r4=R17;c2=int:7","benchmark_awfy_richards_opt",4831
194,5007,1,1,6,over_3_symbols,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r2,r3,c3)","r1=R22;c1=int:0;c2=label@4873;r2=R20;r3=R17;c3=int:7","benchmark_awfy_richards_opt",4820
195,4993,2,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r1,c1)","r1=R9;r2=R10;c1=int:-1","benchmark_awfy_richards_opt",98
196,4992,1,1,4,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IXOR_REG_REG_INT(r1,r1,c2)","r1=R23;r2=R24;c1=int:2;c2=int:53256","benchmark_awfy_richards_opt",4877
197,4992,1,1,5,over_3_symbols,"IXOR_REG_REG_INT(r1,r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1)","r1=R23;c1=int:53256;r2=R25;r3=R17;c2=int:7","benchmark_awfy_richards_opt",4883
198,4992,1,1,6,over_3_symbols,"UNLINK_REG(r1) | IXOR_REG_REG_INT(r2,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R24;r2=R23;c1=int:53256;r3=R25;r4=R17;c2=int:7","benchmark_awfy_richards_opt",4881
199,4992,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R25;c1=int:5;r2=R23;c2=int:2","benchmark_awfy_richards_opt",4894
200,4654,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r3,c1)","r1=R28;r2=R67;r3=R23;r4=R1;r5=R25;c1=int:0","benchmark_awfy_richards_opt",4934
201,3140,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5)","c1=label@4262;r1=R21;r2=R11;r3=R10;r4=R27;r5=R13","benchmark_awfy_richards_opt",4177
202,3140,1,1,5,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | ICOPY_REG_REG(r3,r4)","r1=R18;c1=label@4262;r2=R21;r3=R11;r4=R10","benchmark_awfy_richards_opt",4175
203,2697,16,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1)","r1=R10;c1=int:-1;r2=R9;r3=R8;c2=int:22","benchmark_awfy_richards_opt",91
204,2327,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R32;r2=R31;r3=R34;c1=int:2","benchmark_awfy_richards_opt",5267
205,2327,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R31;r2=R34;c1=int:2;r3=R28;c2=int:256","benchmark_awfy_richards_opt",5269
206,2327,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2)","r1=R25;c1=int:3;r2=R22;r3=R32;c2=label@5267","benchmark_awfy_richards_opt",5093
207,2327,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2)","r1=R32;c1=int:0;r2=R25;c2=int:3;r3=R22","benchmark_awfy_richards_opt",5090
208,2327,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | BCTP_ID_REG(c1,r3)","r1=R35;r2=R36;c1=label@5096;r3=R32","benchmark_awfy_richards_opt",5260
209,2325,1,1,7,over_3_symbols,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R53;r2=R34;c1=int:4;c2=label@5680;r3=R50;r4=R41;c3=int:5","benchmark_awfy_richards_opt",5605
210,1521,2,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","c1=label@5031;r1=R31;r2=R22;c2=int:3;r3=R25;r4=R28;c3=int:27","benchmark_awfy_richards_opt",5014
211,357,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IADD_REG_REG_INT(r4,r2,c2)","r1=R8;r2=R21;r3=R28;c1=int:26;r4=R20;c2=int:65","benchmark_awfy_richards_opt",5145
212,340,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2)","c1=label@3007;r1=R7;r2=R1;r3=R0;r4=R5;r5=R9;c2=int:17","benchmark_awfy_richards_opt",2980
213,340,1,1,5,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ICOPY_REG_REG(r3,r2)","r1=R7;r2=R0;c1=int:0;c2=label@3007;r3=R1","benchmark_awfy_richards_opt",2976
214,64,48,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3)","r1=R5;r2=R11;c1=int:17;r3=R13;c2=int:9;c3=int:0","benchmark_awfy_richards_opt",655
215,64,48,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_REG(r4,r3,r1)","r1=R13;r2=R11;c1=int:9;r3=R5;c2=int:0;r4=R12","benchmark_awfy_richards_opt",659
