rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,930899,156,8,3,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R11;r2=R10;r3=R9","benchmark_rexxcps_levelb_opt",509
231,10100,7,3,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | CALL_REG_FUNC_REG(r3,c2,r4)","r1=R64;c1=int:768;r2=R50;r3=R62;c2=func@40696;r4=R47","benchmark_rexxcps_levelb_opt",703
232,9902,10,2,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R41;c1=string@384;r2=R13;c2=int:1;r3=R45;c3=int:14","benchmark_rexxcps_levelb_opt",493
233,9803,3,3,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c1)","r1=R11;c1=int:1;r2=R1;c2=string@312472;r3=R0","_address",16821
234,9802,2,2,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R17;r2=R69;r3=R1;r4=R6","_typedformat",27
235,9802,9,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R2;c1=int:1;r2=R0;c2=int:2;r3=R1;c3=int:256","benchmark_rexxcps_levelb_opt",202
236,9800,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2) | MINATTRS_REG_REG_INT(r3,r2,c3)","c1=label@3414;r1=R84;r2=R21;c2=int:1;r3=R22;c3=int:0","parseExec",3379
237,9800,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | IGT_REG_REG_REG(r2,r3,r4) | BRF_ID_REG(c2,r2)","c1=label@5632;r1=R110;r2=R109;r3=R4;r4=R27;c2=label@5549","parseExec",5513
238,9800,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ICOPY_REG_REG(r2,r3) | BCTP_ID_REG(c1,r4)","r1=R81;r2=R8;r3=R84;c1=label@2618;r4=R55","parseExec",3354
239,9800,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ICOPY_REG_REG(r2,r3) | IGT_REG_REG_INT(r4,r5,c1)","r1=R50;r2=R0;r3=R48;r4=R56;r5=R128;c1=int:0","parseExec",2103
240,9800,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R53;r2=R56;r3=R44;c1=int:0;c2=label@634","parseExec",620
241,9800,1,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_REG(r1,r3,r1) | BRF_ID_REG(c2,r1)","r1=R83;r2=R79;c1=int:1;r3=R34;c2=label@3210","parseExec",3190
242,9800,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | MINATTRS_REG_REG_INT(r5,r6,c1)","r1=R79;r2=R27;r3=R39;r4=R8;r5=R22;r6=R55;c1=int:0","parseExec",3087
243,9800,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | IGT_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R0;r2=R48;r3=R56;r4=R128;c1=int:0;c2=label@2145","parseExec",2105
244,9800,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | MINATTRS_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_REG(r5,r3,r4)","r1=R39;r2=R8;r3=R22;r4=R55;c1=int:0;r5=R82","parseExec",3090
245,9800,1,1,3,candidate,"ICOPY_REG_REG(r1,r2) | NULL_REG(r3) | NULL_REG(r2)","r1=R5;r2=R55;r3=R56","parseExec",801
246,9800,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | MINATTRS_REG_REG_INT(r3,r4,c1)","r1=R83;r2=R6;r3=R23;r4=R21;c1=int:0","parseExec",3394
247,9800,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | MINATTRS_REG_REG_INT(r3,r4,c1)","r1=R38;r2=R82;r3=R23;r4=R55;c1=int:0","parseExec",3101
248,9800,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r1)","r1=R83;r2=R22;r3=R21;r4=R6","parseExec",3390
249,9800,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r1) | UNLINK_REG(r1)","r1=R82;r2=R23;r3=R55;r4=R81","parseExec",3110
250,9800,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | NULL_REG(r3)","r1=R19;c1=int:0;r2=R12;r3=R33","parseExec",140
251,9800,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | NULL_REG(r2) | NULL_REG(r3)","r1=R12;c1=int:0;r2=R33;r3=R34","parseExec",143
252,9800,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R22;r2=R21;c1=int:0;r3=R83;r4=R6","parseExec",3386
253,9800,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | ICOPY_REG_REG(r4,r3)","r1=R22;r2=R55;c1=int:0;r3=R82;r4=R38","parseExec",3093
254,9800,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | SCOPY_REG_REG(r4,r3)","r1=R23;r2=R55;c1=int:0;r3=R82;r4=R81","parseExec",3106
255,9800,1,1,5,over_3_symbols,"NULL_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R30;r2=R32;r3=R128;c1=int:0;c2=label@99","parseExec",86
256,9800,1,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | INE_REG_REG_INT(r3,r4,c1)","r1=R27;r2=R30;r3=R32;r4=R128;c1=int:0","parseExec",84
257,9800,1,1,6,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r3,r3,c3)","r1=R84;r2=R18;c1=string@28800;c2=label@3414;r3=R21;c3=int:1","parseExec",3375
258,9800,1,1,7,over_3_symbols,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | IGT_REG_REG_REG(r3,r4,r5)","r1=R110;r2=R18;c1=string@28800;c2=label@5632;r3=R109;r4=R4;r5=R27","parseExec",5509
259,9800,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | IADD_REG_REG_REG(r3,r3,r4) | IGTE_REG_REG_REG(r2,r3,r5)","r1=R7;r2=R47;r3=R19;r4=R35;r5=R40","parseExec",428
260,9800,1,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | IEQ_REG_REG_INT(r2,r3,c1)","r1=R81;r2=R82;r3=R38;c1=int:2","parseExec",3114
261,9800,7,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R75;c1=int:768;r2=R76;r3=R77;c2=int:256","benchmark_rexxcps_levelb_opt",1586
262,9800,1,1,6,over_3_symbols,"STRLEN_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_STRING(r4,c2)","r1=R27;r2=R29;r3=R8;c1=int:1;r4=R18;c2=string@28800","parseExec",119
263,9800,1,1,4,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R82;r2=R38;c1=int:2;c2=label@3163","parseExec",3117
264,9216,21,3,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R7;r2=R10;c1=int:0;r3=R6;c2=int:2","_address",7988
265,9209,14,3,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R7;r2=R9;c1=string@28800;r3=R6;c2=int:1","_address",7976
266,8414,8,2,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SWAP_REG_REG(r4,r3)","r1=R83;r2=R88;r3=R87;c1=int:768;r4=R84","benchmark_rexxcps_levelb_opt",1770
267,8407,6,2,5,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1)","r1=R3;r2=R6;r3=R11;r4=R7;c1=int:-3","_address",8014
268,8402,3,3,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4)","r1=R38;c1=int:768;r2=R43;r3=R44;r4=R37","_address",18197
269,8400,4,1,7,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R66;c1=string@30424;r2=R13;r3=R64;c2=int:2;r4=R4;c3=int:256","benchmark_rexxcps_levelb_opt",721
270,8400,2,2,3,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | RET_REG(r3)","r1=R5;r2=R3;r3=R17","_address",8111
271,8400,4,1,5,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | LOAD_REG_INT(r3,c2)","r1=R13;r2=R66;c1=string@30424;r3=R64;c2=int:2","benchmark_rexxcps_levelb_opt",719
272,8400,6,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_STRING(r4,c2)","r1=R91;r2=R0;r3=R87;c1=string@80128;r4=R88;c2=string@80304","benchmark_rexxcps_levelb_opt",1862
273,8400,6,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | MINATTRS_REG_INT(r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c1)","r1=R91;r2=R86;r3=R90;c1=int:1;r4=R89","benchmark_rexxcps_levelb_opt",1896
274,8331,5,3,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R17;r2=R15;r3=R10","_address",8096
275,8300,4,1,4,over_3_symbols,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | LOAD_REG_INT(r3,c1)","r1=R60;r2=R25;r3=R61;c1=int:0","benchmark_rexxcps_levelb_opt",808
276,8300,1,1,5,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | NOT_REG_REG(r3,r1) | BRF_ID_REG(c2,r3)","r1=R6;r2=R19;c1=int:256;r3=R7;c2=label@411","stem",372
277,8300,1,1,4,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | RET_REG(r3)","r1=R18;r2=R1;c1=int:0;r3=R17","stem",307
278,8300,4,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | STOD_REG(r3)","r1=R4;r2=R60;r3=R61;r4=R58","benchmark_rexxcps_levelb_opt",791
279,8285,2,2,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINATTRS_REG_REG_INT(r2,r4,c2)","r1=R17;r2=R10;r3=R16;c1=int:3;r4=R14;c2=int:0","_address",8082
280,7022,5,2,5,over_3_symbols,"COPY_REG_REG(r1,r2) | REQ_REG_REG_STRING(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R1;r2=R7;r3=R11;c1=string@28800;c2=label@13787","_address",13770
281,7006,4,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | REQ_REG_REG_STRING(r4,r3,c1)","r1=R7;r2=R12;r3=R1;r4=R11;c1=string@28800","_address",13767
282,7006,4,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | GETATTRS_REG_REG_INT(r4,r5,c2)","r1=R19;r2=R25;r3=R29;c1=int:1;r4=R27;r5=R42;c2=int:0","_address",13923
283,7006,4,1,6,over_3_symbols,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_REG(r3,r4,r1) | BRT_ID_REG(c2,r3)","r1=R27;r2=R42;c1=int:0;r3=R26;r4=R29;c2=label@13965","_address",13929
284,7006,4,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGT_REG_REG_REG(r4,r1,r2)","r1=R29;c1=int:1;r2=R27;r3=R42;c2=int:0;r4=R26","_address",13926
285,7002,2,2,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | CALL_REG_FUNC_REG(r5,c1,r6)","r1=R22;r2=R30;r3=R23;r4=R9;r5=R24;c1=func@954528;r6=R14","floatformat",165
286,7000,1,1,3,candidate,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3) | UNLINK_REG(r2)","r1=R86;r2=R89;r3=R108","parseExec",5625
287,7000,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R108;r2=R104;c1=int:1;r3=R105;c2=int:3;r4=R88;c3=int:256","parseExec",5590
288,7000,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | BLE_ID_REG_REG(c1,r1,r3)","r1=R86;r2=R4;r3=R87;r4=R27;c1=label@5586","parseExec",5568
289,7000,1,1,7,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r1,c1) | LOAD_REG_INT(r5,c2)","r1=R104;r2=R87;r3=R86;r4=R108;c1=int:1;r5=R105;c2=int:3","parseExec",5586
290,7000,1,1,7,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7)","r1=R89;r2=R24;r3=R90;r4=R88;r5=R29;r6=R86;r7=R4","parseExec",5561
291,7000,1,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | SCOPY_REG_REG(r4,r5)","r1=R24;r2=R90;c1=int:0;r3=R89;r4=R88;r5=R29","parseExec",5557
292,7000,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | RET_REG(r3)","r1=R89;r2=R108;r3=R24","parseExec",5627
293,7000,5,2,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | BR_ID(c1)","r1=R12;r2=R22;c1=label@2687","benchmark_rexxcps_levelb_opt",2781
294,7000,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | ILTE_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R3;r2=R11;c2=int:0","parseExec",6916
295,7000,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | ILTE_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=int:1;r1=R3;r2=R11;c2=int:0;c3=label@6929","parseExec",6918
296,7000,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | BR_ID(c1)","r1=R86;r2=R107;r3=R108;r4=R104;c1=label@5621","parseExec",5613
297,7000,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6)","r1=R88;r2=R106;r3=R86;r4=R107;r5=R108;r6=R104","parseExec",5610
298,6999,4,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | BR_ID(c2)","c1=label@13962;r1=R17;r2=R28;r3=R29;c2=label@13975","_address",13954
299,6999,4,1,5,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | ICOPY_REG_REG(r3,r4)","r1=R18;c1=label@13962;r2=R17;r3=R28;r4=R29","_address",13952
300,6916,3,2,2,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | RET()","r1=R24;r2=R22","trace",6576
301,6915,3,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r1)","r1=R16;r2=R8","stem",561
302,6900,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | IADD_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r1,r4,c1)","r1=R9;r2=R0;r3=R11;c1=int:1;r4=R18","stem",469
303,6900,2,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4)","r1=R16;r2=R9;r3=R1;r4=R8;r5=R18;c1=int:3","stem",553
304,6900,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R3;c1=int:0;r2=R15;r3=R1;c2=label@595","stem",493
305,6900,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | IGT_REG_REG_INT(r3,r4,c1)","r1=R9;r2=R3;c1=int:0;r3=R15;r4=R1","stem",491
306,6900,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R15;r2=R9;r3=R3;c1=int:0","stem",489
307,6885,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R6;r2=R16;r3=R9;r4=R18;c1=int:9","stem",541
308,5816,4,2,5,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | REQ_REG_REG_STRING(r3,r4,c1)","r1=R52;r2=R51;r3=R61;r4=R50;c1=string@52872","benchmark_rexxcps_levelb_opt",1004
309,5816,4,2,5,over_3_symbols,"ENDLIFE_REG(r1) | REQ_REG_REG_STRING(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R51;r2=R61;r3=R50;c1=string@52872;c2=label@1017","benchmark_rexxcps_levelb_opt",1006
310,5606,3,1,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | SETOBJUNINIT_REG_STRING(r3,c1)","r1=R21;r2=R7;r3=R3;c1=string@63","_address",8975
311,5606,3,1,6,over_3_symbols,"SETOBJUNINIT_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r2)","r1=R20;c1=string@60;r2=R10;c2=int:0;r3=R8;c3=func@12160","_address",8985
312,5600,4,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | SCOPY_REG_REG(r4,r3)","r1=R9;r2=R54;r3=R2;c1=int:4;r4=R10","_address",17610
313,5600,4,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r2)","r1=R84;c1=string@77784;r2=R83;c2=int:1;r3=R86;c3=func@77904","benchmark_rexxcps_levelb_opt",1798
314,5600,4,1,4,over_3_symbols,"LOAD_REG_STRING(r1,c1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r1)","r1=R0;c1=string@79040;r2=R90;r3=R91","benchmark_rexxcps_levelb_opt",1857
315,5600,1,1,3,candidate,"LOAD_REG_STRING(r1,c1) | STRUPPER_REG_REG(r1,r2) | RET_REG(r1)","r1=R0;c1=string@28800;r2=R3","upper",10
316,5600,3,1,5,over_3_symbols,"NULL_REG(r1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_STRING(r3,c2)","r1=R61;r2=R60;c1=string@32568;r3=R53;c2=string@32888","benchmark_rexxcps_levelb_opt",547
317,5600,1,1,3,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2)","c1=int:1;r1=R0;c2=string@28800","upper",6
318,5600,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2) | STRUPPER_REG_REG(r1,r2)","c1=int:1;r1=R0;c2=string@28800;r2=R3","upper",8
319,5500,3,1,5,over_3_symbols,"DTOS_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R60;r2=R57;c1=int:3;r3=R4;c2=int:256","benchmark_rexxcps_levelb_opt",1225
320,4833,8,3,5,over_3_symbols,"STRLEN_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R56;r2=R53;r3=R62;c1=int:1;c2=label@574","benchmark_rexxcps_levelb_opt",561
321,4808,10,2,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1)","r1=R5;r2=R4;c1=string@1498048","trace",12343
322,4416,4,2,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c3)","r1=R53;c1=string@32888;r2=R55;c2=int:0;r3=R58;c3=string@464","benchmark_rexxcps_levelb_opt",552
323,4414,6,3,4,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SETTP_REG_INT(r3,c1)","r1=R88;c1=int:768;r2=R83;r3=R87","benchmark_rexxcps_levelb_opt",1767
324,4400,3,2,6,over_3_symbols,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","c1=label@648;r1=R62;r2=R63;r3=R59;c2=int:0;c3=label@619","benchmark_rexxcps_levelb_opt",605
325,4400,3,2,6,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R62;r2=R52;c1=int:0;c2=label@648;r3=R63;r4=R59","benchmark_rexxcps_levelb_opt",601
326,4400,3,2,6,over_3_symbols,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_INT_REG(r5,c1,r4)","r1=R60;r2=R59;r3=R58;r4=R52;r5=R57;c1=int:2","benchmark_rexxcps_levelb_opt",641
327,4400,3,2,7,over_3_symbols,"SUBSTRING_REG_REG_REG(r1,r2,r3) | ISUB_REG_INT_REG(r4,c1,r3) | BLE_ID_REG_INT(c2,r4,c3)","r1=R58;r2=R60;r3=R52;r4=R57;c1=int:2;c2=label@664;c3=int:0","benchmark_rexxcps_levelb_opt",644
328,4316,20,2,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R73;c1=string@66672;r2=R71;c2=int:2;r3=R8;c3=int:256","benchmark_rexxcps_levelb_opt",1364
329,4235,18,3,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SWAP_REG_REG(r5,r6)","r1=R88;r2=R83;r3=R87;r4=R84;r5=R86;r6=R85","benchmark_rexxcps_levelb_opt",1789
330,4201,4,2,4,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r2)","r1=R10;r2=R3;r3=R6;r4=R11","_address",8012
331,4200,3,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | ICOPY_REG_REG(r4,r3)","r1=R50;r2=R18;r3=R43;c1=int:5;r4=R42","_address",9447
332,4200,3,2,5,over_3_symbols,"ENDLIFE_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R61;r2=R47;c1=int:3;r3=R4;c2=int:256","benchmark_rexxcps_levelb_opt",689
333,4200,3,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | BR_ID(c1)","r1=R42;r2=R43;c1=label@9461","_address",9454
334,4200,3,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | BCOPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R27;r2=R35;c1=int:8;r3=R33","_address",9112
335,4200,2,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | INE_REG_REG_INT(r4,r2,c2)","r1=R58;c1=string@464;r2=R56;r3=R53;r4=R62;c2=int:1","benchmark_rexxcps_levelb_opt",558
336,4200,3,1,3,candidate,"NULL_REG(r1) | BCOPY_REG_REG(r2,r1) | BR_ID(c1)","r1=R89;r2=R88;c1=label@1738","benchmark_rexxcps_levelb_opt",1731
337,4200,2,1,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | LOAD_REG_STRING(r3,c1)","r1=R59;r2=R61;r3=R60;c1=string@32568","benchmark_rexxcps_levelb_opt",545
338,4200,3,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LOAD_REG_STRING(r3,c1)","r1=R6;r2=R89;r3=R0;c1=string@81688","benchmark_rexxcps_levelb_opt",1930
339,4200,2,1,5,over_3_symbols,"STRLEN_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | ISUB_REG_REG_REG(r4,r1,r3)","r1=R61;r2=R60;r3=R59;c1=int:5;r4=R51","benchmark_rexxcps_levelb_opt",574
340,4200,3,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | REQ_REG_REG_STRING(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R8;r2=R68;r3=R70;r4=R42;c1=string@32776;c2=label@1305","benchmark_rexxcps_levelb_opt",1291
341,4200,3,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | BCOPY_REG_REG(r1,r3)","r1=R27;r2=R35;c1=int:8;r3=R33","_address",9110
342,4200,3,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | NULL_REG(r3)","r1=R89;r2=R0;c1=string@81688;r3=R92","benchmark_rexxcps_levelb_opt",1933
343,3807,5,3,6,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R11;r2=R1;c1=string@28800;c2=label@13787;r3=R10;c3=int:0","_address",13773
344,3401,4,2,2,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c2)","c1=int:1;c2=int:2","benchmark_rexxcps_levelb_opt",4
345,3208,10,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R5;r2=R4;c1=int:0","trace",12331
346,3208,9,2,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R5;r2=R4;c1=int:-1","trace",12367
347,3100,1,1,5,over_3_symbols,"NULL_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R11;r2=R3;r3=R44;c1=int:1;c2=label@16074","trace",16056
348,3100,1,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R10;r2=R11;r3=R3;r4=R44;c1=int:1","trace",16054
