module_id,module,instruction_index,executions,shape,top_count,top_bytes,top_max_bytes,recursive_count,recursive_bytes,recursive_max_bytes,status
1,"benchmark_awfy_towers_opt",860,81800,"object",81800,2617600,32,567790,18169280,448,complete
1,"benchmark_awfy_towers_opt",860,81800,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",860,81800,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1383,13660,"empty",0,0,0,126000,0,0,complete
1,"benchmark_awfy_towers_opt",1383,13660,"scalar",0,0,0,142720,0,0,complete
1,"benchmark_awfy_towers_opt",1383,13660,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1383,13660,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1383,13660,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1383,13660,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1383,13660,"object",13660,437120,32,85020,2720640,448,complete
1,"benchmark_awfy_towers_opt",1383,13660,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1383,13660,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1430,40960,"empty",0,0,0,339040,0,0,complete
1,"benchmark_awfy_towers_opt",1430,40960,"scalar",0,0,0,473280,0,0,complete
1,"benchmark_awfy_towers_opt",1430,40960,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1430,40960,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1430,40960,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1430,40960,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1430,40960,"object",40960,1310720,32,257120,8227840,416,complete
1,"benchmark_awfy_towers_opt",1430,40960,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1430,40960,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1449,13660,"empty",0,0,0,98680,0,0,complete
1,"benchmark_awfy_towers_opt",1449,13660,"scalar",0,0,0,129060,0,0,complete
1,"benchmark_awfy_towers_opt",1449,13660,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1449,13660,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1449,13660,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1449,13660,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1449,13660,"object",13660,437120,32,71360,2283520,416,complete
1,"benchmark_awfy_towers_opt",1449,13660,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1449,13660,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1524,40960,"empty",0,0,0,420960,0,0,complete
1,"benchmark_awfy_towers_opt",1524,40960,"scalar",0,0,0,514240,0,0,complete
1,"benchmark_awfy_towers_opt",1524,40960,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1524,40960,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1524,40960,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1524,40960,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1524,40960,"object",40960,1310720,32,298080,9538560,448,complete
1,"benchmark_awfy_towers_opt",1524,40960,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1524,40960,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1527,40960,"empty",0,0,0,420960,0,0,complete
1,"benchmark_awfy_towers_opt",1527,40960,"scalar",0,0,0,514240,0,0,complete
1,"benchmark_awfy_towers_opt",1527,40960,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1527,40960,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1527,40960,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1527,40960,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1527,40960,"object",40960,1310720,32,298080,9538560,448,complete
1,"benchmark_awfy_towers_opt",1527,40960,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1527,40960,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",899,27250,"empty",0,0,0,274000,0,0,complete
1,"benchmark_awfy_towers_opt",899,27250,"scalar",0,0,0,370770,0,0,complete
1,"benchmark_awfy_towers_opt",899,27250,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",899,27250,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",899,27250,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",899,27250,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",899,27250,"object",27250,872000,32,205840,6586880,448,complete
1,"benchmark_awfy_towers_opt",899,27250,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",899,27250,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1596,13700,"empty",0,0,0,103680,0,0,complete
1,"benchmark_awfy_towers_opt",1596,13700,"scalar",0,0,0,138860,0,0,complete
1,"benchmark_awfy_towers_opt",1596,13700,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1596,13700,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1596,13700,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1596,13700,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1596,13700,"object",13700,438400,32,76280,2440960,416,complete
1,"benchmark_awfy_towers_opt",1596,13700,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1596,13700,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1643,40940,"empty",0,0,0,311510,0,0,complete
1,"benchmark_awfy_towers_opt",1643,40940,"scalar",0,0,0,418320,0,0,complete
1,"benchmark_awfy_towers_opt",1643,40940,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1643,40940,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1643,40940,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1643,40940,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1643,40940,"object",40940,1310080,32,229630,7348160,384,complete
1,"benchmark_awfy_towers_opt",1643,40940,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1643,40940,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1662,13700,"empty",0,0,0,89980,0,0,complete
1,"benchmark_awfy_towers_opt",1662,13700,"scalar",0,0,0,111460,0,0,complete
1,"benchmark_awfy_towers_opt",1662,13700,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1662,13700,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1662,13700,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1662,13700,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1662,13700,"object",13700,438400,32,62580,2002560,384,complete
1,"benchmark_awfy_towers_opt",1662,13700,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1662,13700,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1737,40940,"empty",0,0,0,352450,0,0,complete
1,"benchmark_awfy_towers_opt",1737,40940,"scalar",0,0,0,500200,0,0,complete
1,"benchmark_awfy_towers_opt",1737,40940,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1737,40940,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1737,40940,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1737,40940,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1737,40940,"object",40940,1310080,32,270570,8658240,416,complete
1,"benchmark_awfy_towers_opt",1737,40940,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1737,40940,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1740,40940,"empty",0,0,0,352450,0,0,complete
1,"benchmark_awfy_towers_opt",1740,40940,"scalar",0,0,0,500200,0,0,complete
1,"benchmark_awfy_towers_opt",1740,40940,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1740,40940,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1740,40940,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1740,40940,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1740,40940,"object",40940,1310080,32,270570,8658240,416,complete
1,"benchmark_awfy_towers_opt",1740,40940,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1740,40940,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",917,27200,"empty",0,0,0,268950,0,0,complete
1,"benchmark_awfy_towers_opt",917,27200,"scalar",0,0,0,360950,0,0,complete
1,"benchmark_awfy_towers_opt",917,27200,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",917,27200,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",917,27200,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",917,27200,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",917,27200,"object",27200,870400,32,200900,6428800,448,complete
1,"benchmark_awfy_towers_opt",917,27200,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",917,27200,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1400,13650,"empty",0,0,0,148600,0,0,complete
1,"benchmark_awfy_towers_opt",1400,13650,"scalar",0,0,0,188000,0,0,complete
1,"benchmark_awfy_towers_opt",1400,13650,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1400,13650,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1400,13650,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1400,13650,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1400,13650,"object",13650,436800,32,107650,3444800,448,complete
1,"benchmark_awfy_towers_opt",1400,13650,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1400,13650,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1466,13650,"empty",0,0,0,121300,0,0,complete
1,"benchmark_awfy_towers_opt",1466,13650,"scalar",0,0,0,174350,0,0,complete
1,"benchmark_awfy_towers_opt",1466,13650,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1466,13650,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1466,13650,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1466,13650,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1466,13650,"object",13650,436800,32,94000,3008000,416,complete
1,"benchmark_awfy_towers_opt",1466,13650,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1466,13650,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",794,27290,"empty",0,0,0,228960,0,0,complete
1,"benchmark_awfy_towers_opt",794,27290,"scalar",0,0,0,321470,0,0,complete
1,"benchmark_awfy_towers_opt",794,27290,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",794,27290,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",794,27290,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",794,27290,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",794,27290,"object",27290,873280,32,174380,5580160,416,complete
1,"benchmark_awfy_towers_opt",794,27290,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",794,27290,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",773,27360,"empty",0,0,0,234140,0,0,complete
1,"benchmark_awfy_towers_opt",773,27360,"scalar",0,0,0,331480,0,0,complete
1,"benchmark_awfy_towers_opt",773,27360,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",773,27360,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",773,27360,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",773,27360,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",773,27360,"object",27360,875520,32,179420,5741440,416,complete
1,"benchmark_awfy_towers_opt",773,27360,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",773,27360,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1410,13650,"empty",0,0,0,146360,0,0,complete
1,"benchmark_awfy_towers_opt",1410,13650,"scalar",0,0,0,183520,0,0,complete
1,"benchmark_awfy_towers_opt",1410,13650,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1410,13650,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1410,13650,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1410,13650,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1410,13650,"object",13650,436800,32,105410,3373120,448,complete
1,"benchmark_awfy_towers_opt",1410,13650,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1410,13650,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1476,13650,"empty",0,0,0,119060,0,0,complete
1,"benchmark_awfy_towers_opt",1476,13650,"scalar",0,0,0,169870,0,0,complete
1,"benchmark_awfy_towers_opt",1476,13650,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1476,13650,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1476,13650,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1476,13650,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1476,13650,"object",13650,436800,32,91760,2936320,416,complete
1,"benchmark_awfy_towers_opt",1476,13650,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1476,13650,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1623,13650,"empty",0,0,0,123540,0,0,complete
1,"benchmark_awfy_towers_opt",1623,13650,"scalar",0,0,0,178830,0,0,complete
1,"benchmark_awfy_towers_opt",1623,13650,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1623,13650,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1623,13650,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1623,13650,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1623,13650,"object",13650,436800,32,96240,3079680,416,complete
1,"benchmark_awfy_towers_opt",1623,13650,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1623,13650,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1689,13650,"empty",0,0,0,109890,0,0,complete
1,"benchmark_awfy_towers_opt",1689,13650,"scalar",0,0,0,151530,0,0,complete
1,"benchmark_awfy_towers_opt",1689,13650,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1689,13650,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1689,13650,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1689,13650,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1689,13650,"object",13650,436800,32,82590,2642880,384,complete
1,"benchmark_awfy_towers_opt",1689,13650,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1689,13650,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1613,13590,"empty",0,0,0,125230,0,0,complete
1,"benchmark_awfy_towers_opt",1613,13590,"scalar",0,0,0,182510,0,0,complete
1,"benchmark_awfy_towers_opt",1613,13590,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1613,13590,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1613,13590,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1613,13590,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1613,13590,"object",13590,434880,32,98050,3137600,416,complete
1,"benchmark_awfy_towers_opt",1613,13590,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1613,13590,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1679,13590,"empty",0,0,0,111640,0,0,complete
1,"benchmark_awfy_towers_opt",1679,13590,"scalar",0,0,0,155330,0,0,complete
1,"benchmark_awfy_towers_opt",1679,13590,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1679,13590,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1679,13590,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1679,13590,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1679,13590,"object",13590,434880,32,84460,2702720,384,complete
1,"benchmark_awfy_towers_opt",1679,13590,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",1679,13590,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",202,10,"empty",0,0,0,40,0,0,complete
1,"benchmark_awfy_towers_opt",202,10,"scalar",0,0,0,30,0,0,complete
1,"benchmark_awfy_towers_opt",202,10,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",202,10,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",202,10,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",202,10,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",202,10,"object",10,320,32,20,640,64,complete
1,"benchmark_awfy_towers_opt",202,10,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",202,10,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",222,10,"empty",0,0,0,30,0,0,complete
1,"benchmark_awfy_towers_opt",222,10,"scalar",0,0,0,10,0,0,complete
1,"benchmark_awfy_towers_opt",222,10,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",222,10,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",222,10,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",222,10,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",222,10,"object",10,320,32,10,320,32,complete
1,"benchmark_awfy_towers_opt",222,10,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",222,10,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",234,10,"empty",0,0,0,30,0,0,complete
1,"benchmark_awfy_towers_opt",234,10,"scalar",0,0,0,10,0,0,complete
1,"benchmark_awfy_towers_opt",234,10,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",234,10,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",234,10,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",234,10,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",234,10,"object",10,320,32,10,320,32,complete
1,"benchmark_awfy_towers_opt",234,10,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",234,10,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",250,10,"empty",0,0,0,40,0,0,complete
1,"benchmark_awfy_towers_opt",250,10,"scalar",0,0,0,30,0,0,complete
1,"benchmark_awfy_towers_opt",250,10,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",250,10,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",250,10,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",250,10,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_towers_opt",250,10,"object",10,320,32,20,640,64,complete
1,"benchmark_awfy_towers_opt",250,10,"native",0,0,0,0,0,0,complete
