rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1523200,34,1,4,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R40;r2=R41;r3=R42;r4=R43","benchmark_rexxcps_levelb_noopt",545
91,44800,1,1,5,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | STEMGET_REG_REG_REG(r3,r4,r2) | REQ_REG_REG_REG(r2,r5,r3)","r1=R60;r2=R82;r3=R79;r4=R0;r5=R38","benchmark_rexxcps_levelb_noopt",654
92,44800,1,1,5,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r1,c1,r1) | CONCAT_REG_REG_STRING(r1,r1,c2) | LOAD_REG_INT(r2,c3)","r1=R86;c1=string@57512;c2=string@464;r2=R84;c3=int:1","benchmark_rexxcps_levelb_noopt",1224
93,44800,1,1,6,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | STEMRESET_REG_REG(r3,r2) | REQ_REG_REG_STRING(r2,r4,c2)","r1=R60;r2=R87;c1=string@47088;r3=R2;r4=R38;c2=string@47488","benchmark_rexxcps_levelb_noopt",896
94,44800,1,1,7,candidate,"ITOS_REG(r1) | SCONCAT_REG_REG_STRING(r2,r1,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R83;r2=R79;c1=string@38600;r3=R80;c2=int:6;r4=R81;c3=int:2","benchmark_rexxcps_levelb_noopt",619
95,44800,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | BCF_ID_REG(c2,r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R21;c1=int:1;c2=label@1795;r2=R13;r3=R14","benchmark_rexxcps_levelb_noopt",1740
96,44800,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c3) | SEQ_REG_REG_STRING(r1,r2,c4)","r1=R90;c1=int:1;c2=label@1050;r2=R38;c3=string@17904;c4=string@51856","benchmark_rexxcps_levelb_noopt",1041
97,44800,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c1)","r1=R84;c1=int:1;r2=R88;r3=R86;r4=R87","benchmark_rexxcps_levelb_noopt",1234
98,44800,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c2)","r1=R85;c1=int:2;r2=R93;r3=R86;r4=R81;c2=int:1","benchmark_rexxcps_levelb_noopt",1105
99,44800,1,1,4,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_STRING_REG(r1,c2,r1) | CONCAT_REG_REG_STRING(r1,r1,c3)","r1=R86;c1=int:1;c2=string@57512;c3=string@464","benchmark_rexxcps_levelb_noopt",1221
100,44800,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | SCONCAT_REG_REG_STRING(r2,r1,c2) | LOAD_REG_INT(r3,c3)","r1=R83;c1=int:1234;r2=R79;c2=string@38600;r3=R80;c3=int:6","benchmark_rexxcps_levelb_noopt",616
101,44800,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r4,c4)","r1=R80;c1=int:6;r2=R81;c2=int:2;r3=R78;c3=int:4;r4=R79;c4=int:768","benchmark_rexxcps_levelb_noopt",625
102,44800,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | CONCAT_REG_REG_STRING(r2,r1,c2) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r4,r2,r3)","r1=R59;c1=string@37840;r2=R78;c2=string@38320;r3=R60;r4=R76","benchmark_rexxcps_levelb_noopt",603
103,44800,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r1) | PARSEPOS2_REG_REG_REG_INT(r3,r4,r2,c2) | SCOPY_REG_REG(r5,r3)","r1=R94;c1=string@54864;r2=R54;r3=R40;r4=R45;c2=int:5;r5=R70","benchmark_rexxcps_levelb_noopt",1166
104,44800,1,1,5,candidate,"NULL_REG(r1) | CONCAT_REG_REG_STRING(r2,r3,c1) | CONCAT_REG_REG_REG(r2,r2,r4) | CONCAT_REG_REG_STRING(r2,r2,c1)","r1=R19;r2=R22;r3=R27;c1=string@90456;r4=R28","benchmark_rexxcps_levelb_noopt",1758
105,44800,1,1,6,candidate,"NULL_REG(r1) | LOAD_REG_STRING(r2,c1) | CONCAT_REG_REG_STRING(r3,r2,c2) | ITOS_REG(r4)","r1=R71;r2=R59;c1=string@37840;r3=R78;c2=string@38320;r4=R60","benchmark_rexxcps_levelb_noopt",601
106,44800,1,1,6,candidate,"NULL_REG(r1) | NULL_REG(r2) | CONCAT_REG_REG_STRING(r3,r4,c1) | CONCAT_REG_REG_REG(r3,r3,r5)","r1=R18;r2=R19;r3=R22;r4=R27;c1=string@90456;r5=R28","benchmark_rexxcps_levelb_noopt",1756
107,44800,1,1,6,candidate,"NULL_REG(r1) | NULL_REG(r2) | LOAD_REG_STRING(r3,c1) | CONCAT_REG_REG_STRING(r4,r3,c2)","r1=R70;r2=R71;r3=R59;c1=string@37840;r4=R78;c2=string@38320","benchmark_rexxcps_levelb_noopt",599
108,44800,1,1,6,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | CONCAT_REG_REG_STRING(r4,r5,c1)","r1=R17;r2=R18;r3=R19;r4=R22;r5=R27;c1=string@90456","benchmark_rexxcps_levelb_noopt",1754
109,44800,1,1,5,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | LOAD_REG_STRING(r4,c1)","r1=R68;r2=R70;r3=R71;r4=R59;c1=string@37840","benchmark_rexxcps_levelb_noopt",597
110,44800,1,1,5,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | SCOPY_REG_REG(r4,r5)","r1=R9;r2=R10;r3=R11;r4=R4;r5=R29","benchmark_rexxcps_levelb_noopt",1717
111,44800,1,1,7,candidate,"NULL_REG(r1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r4) | PARSEWORDS3D_REG_REG_REG_REG(r5,r6,r7,r3)","r1=R10;r2=R11;r3=R4;r4=R29;r5=R1;r6=R2;r7=R3","benchmark_rexxcps_levelb_noopt",1719
112,44800,1,1,7,candidate,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | PARSEWORDS3D_REG_REG_REG_REG(r4,r5,r6,r2) | SCOPY_REG_REG(r7,r4)","r1=R11;r2=R4;r3=R29;r4=R1;r5=R2;r6=R3;r7=R9","benchmark_rexxcps_levelb_noopt",1721
113,44800,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c3) | NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","c1=int:9;c2=int:1;c3=int:2;r1=R1;r2=R2;r3=R3","benchmark_rexxcps_levelb_noopt",1705
114,44800,1,1,6,candidate,"PARSEPOS2_REG_REG_REG_INT(r1,r2,r3,c1) | SCOPY_REG_REG(r4,r1) | SCOPY_REG_REG(r5,r2) | CNOP()","r1=R40;r2=R45;r3=R54;c1=int:5;r4=R70;r5=R71","benchmark_rexxcps_levelb_noopt",1172
115,44800,1,1,7,candidate,"PARSEWORDS3D_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r2) | SCOPY_REG_REG(r7,r3)","r1=R1;r2=R2;r3=R3;r4=R4;r5=R9;r6=R10;r7=R11","benchmark_rexxcps_levelb_noopt",1726
116,44800,1,1,9,candidate,"SCONCAT_REG_REG_STRING(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3) | LOAD_REG_INT(r5,c4)","r1=R79;r2=R83;c1=string@38600;r3=R80;c2=int:6;r4=R81;c3=int:2;r5=R78;c4=int:4","benchmark_rexxcps_levelb_noopt",621
117,44800,1,1,4,candidate,"SCOPY_REG_REG(r1,r2) | CNOP() | CNOP() | LOAD_REG_STRING(r3,c1)","r1=R71;r2=R45;r3=R88;c1=string@56776","benchmark_rexxcps_levelb_noopt",1180
118,44800,1,1,6,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | BCF_ID_REG(c2,r3) | NULL_REG(r4)","r1=R11;r2=R3;r3=R21;c1=int:1;c2=label@1795;r4=R13","benchmark_rexxcps_levelb_noopt",1737
119,44800,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | PARSEPOS2_REG_REG_REG_INT(r3,r4,r1,c1) | SCOPY_REG_REG(r5,r3) | SCOPY_REG_REG(r6,r4)","r1=R54;r2=R94;r3=R40;r4=R45;c1=int:5;r5=R70;r6=R71","benchmark_rexxcps_levelb_noopt",1169
120,44800,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | PARSEWORDS3D_REG_REG_REG_REG(r3,r4,r5,r1) | SCOPY_REG_REG(r6,r3) | SCOPY_REG_REG(r7,r4)","r1=R4;r2=R29;r3=R1;r4=R2;r5=R3;r6=R9;r7=R10","benchmark_rexxcps_levelb_noopt",1723
121,44800,1,1,4,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | CNOP() | CNOP()","r1=R70;r2=R40;r3=R71;r4=R45","benchmark_rexxcps_levelb_noopt",1177
122,44800,1,1,6,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | INC_REG(r5) | BR_ID(c1)","r1=R37;r2=R49;r3=R68;r4=R53;r5=R60;c1=label@538","benchmark_rexxcps_levelb_noopt",1345
123,44800,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | BCF_ID_REG(c2,r5)","r1=R10;r2=R2;r3=R11;r4=R3;r5=R21;c1=int:1;c2=label@1795","benchmark_rexxcps_levelb_noopt",1734
124,44800,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | BR_ID(c1)","r1=R17;r2=R13;r3=R18;r4=R14;r5=R19;r6=R15;c1=label@1743","benchmark_rexxcps_levelb_noopt",1784
125,44800,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | INC_REG(r7)","r1=R64;r2=R44;r3=R37;r4=R49;r5=R68;r6=R53;r7=R60","benchmark_rexxcps_levelb_noopt",1342
126,44800,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | LOAD_REG_INT(r7,c1)","r1=R9;r2=R1;r3=R10;r4=R2;r5=R11;r6=R3;r7=R21;c1=int:1","benchmark_rexxcps_levelb_noopt",1731
127,44800,1,1,7,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c2,r5,r1,r2,r3)","r1=R92;c1=int:256;r2=R93;r3=R94;r4=R88;c2=func@57968;r5=R91","benchmark_rexxcps_levelb_noopt",1255
128,44800,1,1,5,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1)","r1=R91;c1=int:256;r2=R92;r3=R93;r4=R94","benchmark_rexxcps_levelb_noopt",1252
129,44800,1,1,8,candidate,"STEMSET_REG_REG_REG(r1,r2,r3) | CONCAT_REG_REG_STRING(r4,r5,c1) | ITOS_REG(r6) | CONCAT_REG_REG_REG(r7,r4,r6)","r1=R0;r2=R76;r3=R77;r4=R79;r5=R59;c1=string@38320;r6=R60;r7=R82","benchmark_rexxcps_levelb_noopt",646
130,41600,1,1,5,candidate,"CONCAT_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r2,c1) | ITOS_REG(r2) | CONCAT_REG_REG_STRING(r2,r2,c2)","r1=R79;r2=R76;r3=R74;c1=int:1;c2=string@38320","benchmark_rexxcps_levelb_noopt",985
131,41600,1,1,4,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r3,c1) | ITOS_REG(r3)","r1=R74;r2=R79;r3=R76;c1=int:1","benchmark_rexxcps_levelb_noopt",983
132,41600,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r3,c2)","r1=R74;c1=int:2;r2=R79;r3=R76;c2=int:1","benchmark_rexxcps_levelb_noopt",980
133,6000,15,1,5,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BTOI_REG(r1) | ICOPY_REG_REG(r3,r1) | BR_ID(c2)","r1=R22;r2=R28;c1=int:1;r3=R21;c2=label@13239","trace",13228
134,6000,15,1,5,candidate,"LOAD_REG_INT(r1,c1) | STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4)","r1=R28;c1=int:1;r2=R27;r3=R25;r4=R22","trace",13221
135,6000,15,1,7,candidate,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | STRLEN_REG_REG(r4,r1) | ILT_REG_REG_INT(r5,r2,c2)","r1=R25;c1=string@1524616;r2=R26;r3=R27;r4=R24;r5=R22;c2=int:2","trace",13188
136,6000,15,1,7,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | LOAD_REG_STRING(r6,c1) | STRLEN_REG_REG(r2,r4)","r1=R28;r2=R26;r3=R24;r4=R27;r5=R5;r6=R25;c1=string@1524616","trace",13181
137,6000,15,1,6,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | STRLEN_REG_REG(r4,r1) | STRLEN_REG_REG(r5,r3)","r1=R27;r2=R5;r3=R25;c1=string@1524616;r4=R26;r5=R24","trace",13185
138,6000,15,1,7,candidate,"STRLEN_REG_REG(r1,r2) | STRLEN_REG_REG(r3,r4) | ILT_REG_REG_INT(r5,r1,c1) | BRF_ID_REG(c2,r5)","r1=R26;r2=R27;r3=R24;r4=R25;r5=R22;c1=int:2;c2=label@13209","trace",13191
139,6000,15,1,6,candidate,"STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4) | ICOPY_REG_REG(r5,r4)","r1=R28;r2=R27;r3=R25;r4=R22;c1=int:1;r5=R21","trace",13224
140,3201,2,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2) | BRT_ID_REG(c3,r3)","r1=R33;c1=int:1;r2=R32;c2=int:2;r3=R31;c3=label@1465","benchmark_rexxcps_levelb_noopt",413
141,3201,2,2,8,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R38;c1=string@29640;r2=R37;c2=string@384;r3=R60;c3=int:1;r4=R72;c4=int:14","benchmark_rexxcps_levelb_noopt",526
142,3200,1,1,8,candidate,"BCF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c3) | LOAD_REG_INT(r4,c4)","c1=label@1359;r1=R26;r2=R38;c2=string@29640;r3=R37;c3=string@384;r4=R60;c4=int:1","benchmark_rexxcps_levelb_noopt",523
143,3200,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | BRF_ID_REG(c4,r3)","c1=label@1041;r1=R88;r2=R38;c2=string@29640;r3=R90;c3=int:1;c4=label@1050","benchmark_rexxcps_levelb_noopt",1035
144,3200,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | NULL_REG(r4)","r1=R72;c1=int:14;r2=R73;r3=R60;c2=label@1355;r4=R40","benchmark_rexxcps_levelb_noopt",535
145,3200,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | BRF_ID_REG(c3,r2) | LOAD_REG_STRING(r1,c4)","r1=R38;c1=string@29640;r2=R90;c2=int:1;c3=label@1050;c4=string@17904","benchmark_rexxcps_levelb_noopt",1038
146,3200,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | IGT_REG_REG_REG(r4,r2,r3)","r1=R37;c1=string@384;r2=R60;c2=int:1;r3=R72;c3=int:14;r4=R73","benchmark_rexxcps_levelb_noopt",529
147,3200,1,1,6,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_INT(r3,c3)","r1=R88;r2=R38;c1=string@29640;c2=label@1041;r3=R90;c3=int:1","benchmark_rexxcps_levelb_noopt",1031
148,2200,4,2,6,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRT_ID_REG(c4,r1)","r1=R26;r2=R5;c1=string@1526936;c2=label@13332;c3=string@1526976;c4=label@13343","trace",13321
149,1600,3,2,7,candidate,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRT_ID_REG(c3,r1) | REQ_REG_REG_STRING(r3,r2,c4)","c1=label@13332;r1=R26;r2=R5;c2=string@1526976;c3=label@13343;r3=R25;c4=string@1527016","trace",13325
150,1600,3,2,8,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r3,r2,c3) | BRTF_ID_ID_REG(c4,c5,r3)","r1=R26;r2=R5;c1=string@1526976;c2=label@13343;r3=R25;c3=string@1527016;c4=label@13349;c5=label@13354","trace",13328
151,833,3,2,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1) | IEQ_REG_REG_INT(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R20;r2=R9;c1=int:76;c2=label@171;c3=int:66;c4=label@187","strip",160
152,833,5,2,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c2) | ILT_REG_REG_INT(r4,r5,c1)","r1=R0;c1=int:0;r2=R5;c2=string@28856;r3=R7;r4=R11;r5=R14","left",48
153,833,5,2,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | ILT_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3)","r1=R5;c1=string@28856;r2=R7;r3=R11;r4=R14;c2=int:0;c3=label@67","left",51
154,832,4,1,8,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R17;r2=R5;r3=R19;c1=int:1;r4=R11;c2=string@329248;r5=R9;c3=int:0","trace",4230
155,832,4,1,6,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | SCOPY_REG_REG(r5,r3) | BR_ID(c1)","r1=R17;r2=R12;r3=R16;r4=R19;r5=R20;c1=label@4337","trace",4302
156,817,4,2,7,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | SETSTRPOS_REG_REG(r4,r5) | SUBSTRING_REG_REG_REG(r6,r4,r2)","r1=R11;r2=R14;r3=R9;c1=label@111;r4=R8;r5=R0;r6=R7","left",95
157,817,4,2,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_STRING(r4,c2)","r1=R3;c1=int:0;r2=R0;r3=R5;c2=string@28856;r4=R7","left",45
158,817,4,2,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R19;c1=string@1760;r2=R12;c2=int:100;r3=R3;r4=R11;c3=string@3232","benchmark_rexxcps_levelb_noopt",20
159,816,3,1,6,candidate,"BRF_ID_REG(c1,r1) | SETSTRPOS_REG_REG(r2,r3) | SUBSTRING_REG_REG_REG(r4,r2,r5) | SCOPY_REG_REG(r1,r4)","c1=label@4314;r1=R20;r2=R17;r3=R12;r4=R16;r5=R19","trace",4299
160,816,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c3)","r1=R19;c1=int:1;r2=R11;c2=string@329248;r3=R9;c3=int:0;r4=R12","trace",4233
161,816,3,1,10,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r6) | LOAD_REG_INT(r7,c1) | LOAD_REG_STRING(r8,c2)","r1=R10;r2=R13;r3=R15;r4=R18;r5=R17;r6=R5;r7=R19;c1=int:1;r8=R11;c2=string@329248","trace",4225
162,809,13,1,5,candidate,"LOAD_REG_STRING(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | SCOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R4;c1=string@1524696;r2=R5;r3=R25;c2=int:10","trace",9598
163,607,10,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_STRING(r2,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | SCOPY_REG_REG(r3,r2)","r1=R25;c1=int:9;r2=R4;c2=string@1524696;r3=R5;c3=int:10","trace",9594
164,607,10,1,7,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_STRING(r1,c3) | LINKATTR1_REG_REG_INT(r3,r2,c4)","r1=R4;c1=int:0;r2=R25;c2=int:9;c3=string@1524696;r3=R5;c4=int:10","trace",9591
165,600,1,1,8,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r4,c4,r3)","c1=label@318;r1=R20;r2=R22;c2=int:0;r3=R21;c3=int:1;r4=R19;c4=func@1616368","time",293
166,600,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | REQ_REG_REG_STRING(r1,r3,c3) | BRF_ID_REG(c4,r1)","c1=label@188;r1=R16;r2=R13;c2=int:1;r3=R7;c3=string@1620608;c4=label@198","time",182
167,600,1,1,7,candidate,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r3,c4)","c1=label@266;r1=R17;r2=R7;c2=string@957072;c3=label@334;r3=R19;c4=int:1","time",259
168,600,1,1,4,candidate,"FCOPY_REG_REG(r1,r2) | FDIV_REG_REG_FLOAT(r3,r1,c1) | FTOS_REG(r3) | RET_REG(r3)","r1=R18;r2=R16;r3=R22;c1=float@1620752","time",323
169,600,1,1,4,candidate,"ITOF_REG(r1) | FCOPY_REG_REG(r2,r1) | FDIV_REG_REG_FLOAT(r3,r2,c1) | FTOS_REG(r3)","r1=R16;r2=R18;r3=R22;c1=float@1620752","time",321
170,600,1,1,5,candidate,"LOAD_REG_FLOAT(r1,c1) | ITOF_REG(r2) | FCOPY_REG_REG(r1,r2) | FDIV_REG_REG_FLOAT(r3,r1,c2)","r1=R18;c1=float@473216;r2=R16;r3=R22;c2=float@1620752","time",318
171,600,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c1) | REQ_REG_REG_STRING(r1,r3,c3)","r1=R16;c1=int:1;c2=label@188;r2=R13;r3=R7;c3=string@1620608","time",179
172,600,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | REQ_REG_REG_STRING(r2,r3,c2) | BRT_ID_REG(c3,r2) | REQ_REG_REG_STRING(r2,r3,c4)","r1=R13;c1=int:0;r2=R14;r3=R7;c2=string@1524736;c3=label@106;c4=string@1525632","time",92
173,600,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SEQ_REG_REG_STRING(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R7;c1=string@28856;r2=R1;c2=int:0;r3=R0;r4=R24;c3=label@32","time",14
174,600,1,1,8,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R20;r2=R7;c1=string@957072;c2=label@318;r3=R22;c3=int:0;r4=R21;c4=int:1","time",289
175,600,1,1,10,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | SWAPCALL_REG_FUNC_REG_REG_REG(r4,c4,r3,r5,r6)","r1=R17;r2=R7;c1=string@957072;c2=label@334;r3=R19;c3=int:1;r4=R16;c4=func@1616368;r5=R1;r6=R20","time",262
176,600,1,1,6,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R17;r2=R7;c1=string@1124600;c2=label@266;c3=string@957072;c4=label@334","time",255
177,600,1,1,5,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_FLOAT(r3,c1) | ITOF_REG(r4) | FCOPY_REG_REG(r3,r4)","r1=R1;r2=R22;r3=R18;c1=float@473216;r4=R16","time",315
178,599,1,1,5,candidate,"BEQ_ID_REG_INT(c1,r1,c2) | COPY_REG_REG(r2,r1) | ISUB_REG_REG_REG(r2,r2,r3) | RET_REG(r2)","c1=label@20;r1=R5;c2=int:0;r2=R1;r3=R3","/tmp/crexx-perf2-linux-x64.d5f0827ca/source/lib/rxfnsb/rxas/_elapsed",7
179,599,1,1,6,candidate,"BRF_ID_REG(c1,r1) | BEQ_ID_REG_INT(c2,r2,c3) | COPY_REG_REG(r1,r2) | ISUB_REG_REG_REG(r1,r1,r3)","c1=label@28;r1=R1;c2=label@20;r2=R5;c3=int:0;r3=R3","/tmp/crexx-perf2-linux-x64.d5f0827ca/source/lib/rxfnsb/rxas/_elapsed",4
180,599,1,1,7,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | BEQ_ID_REG_INT(c3,r3,c4) | COPY_REG_REG(r1,r3)","r1=R1;r2=R2;c1=string@2552152;c2=label@28;c3=label@20;r3=R5;c4=int:0","/tmp/crexx-perf2-linux-x64.d5f0827ca/source/lib/rxfnsb/rxas/_elapsed",0
181,416,1,1,7,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRT_ID_REG(c3,r2) | IEQ_REG_REG_INT(r2,r3,c4)","c1=label@224;r1=R19;r2=R20;r3=R9;c2=int:76;c3=label@171;c4=int:66","strip",157
182,416,1,1,6,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c2,r1) | RET_REG(r4)","c1=label@319;r1=R22;r2=R4;r3=R16;c2=label@324;r4=R15","strip",312
