entry,name,value
mandelbrot-noopt,allocation_tracking_unavailable,0
mandelbrot-noopt,census_tracking_unavailable,0
mandelbrot-noopt,branch_tracking_unavailable,0
mandelbrot-opt,schema_version,5
mandelbrot-opt,vm_mode,rxvm
mandelbrot-opt,profile_mode,counts
mandelbrot-opt,result,0
mandelbrot-opt,timer_read_min_ns,0
mandelbrot-opt,timer_zero_deltas,0
mandelbrot-opt,interrupt_polls,129014253
mandelbrot-opt,invalid_events,0
mandelbrot-opt,counter_overflow,0
mandelbrot-opt,procedure_tracking_unavailable,0
mandelbrot-opt,allocation_tracking_unavailable,0
mandelbrot-opt,census_tracking_unavailable,0
mandelbrot-opt,branch_tracking_unavailable,0
towers-noopt,schema_version,5
towers-noopt,vm_mode,rxvm
towers-noopt,profile_mode,counts
towers-noopt,result,0
towers-noopt,timer_read_min_ns,0
towers-noopt,timer_zero_deltas,0
towers-noopt,interrupt_polls,9109896
towers-noopt,invalid_events,0
towers-noopt,counter_overflow,0
towers-noopt,procedure_tracking_unavailable,0
towers-noopt,allocation_tracking_unavailable,0
towers-noopt,census_tracking_unavailable,0
towers-noopt,branch_tracking_unavailable,0
towers-opt,schema_version,5
towers-opt,vm_mode,rxvm
towers-opt,profile_mode,counts
towers-opt,result,0
towers-opt,timer_read_min_ns,0
towers-opt,timer_zero_deltas,0
towers-opt,interrupt_polls,7143456
towers-opt,invalid_events,0
towers-opt,counter_overflow,0
towers-opt,procedure_tracking_unavailable,0
towers-opt,allocation_tracking_unavailable,0
towers-opt,census_tracking_unavailable,0
towers-opt,branch_tracking_unavailable,0
bounce-noopt,schema_version,5
bounce-noopt,vm_mode,rxvm
bounce-noopt,profile_mode,counts
bounce-noopt,result,0
bounce-noopt,timer_read_min_ns,0
bounce-noopt,timer_zero_deltas,0
bounce-noopt,interrupt_polls,23560426
bounce-noopt,invalid_events,0
bounce-noopt,counter_overflow,0
bounce-noopt,procedure_tracking_unavailable,0
bounce-noopt,allocation_tracking_unavailable,0
bounce-noopt,census_tracking_unavailable,0
bounce-noopt,branch_tracking_unavailable,0
bounce-opt,schema_version,5
bounce-opt,vm_mode,rxvm
bounce-opt,profile_mode,counts
bounce-opt,result,0
bounce-opt,timer_read_min_ns,0
bounce-opt,timer_zero_deltas,0
bounce-opt,interrupt_polls,21139726
bounce-opt,invalid_events,0
bounce-opt,counter_overflow,0
bounce-opt,procedure_tracking_unavailable,0
bounce-opt,allocation_tracking_unavailable,0
bounce-opt,census_tracking_unavailable,0
bounce-opt,branch_tracking_unavailable,0
storage-noopt,schema_version,5
storage-noopt,vm_mode,rxvm
storage-noopt,profile_mode,counts
storage-noopt,result,0
storage-noopt,timer_read_min_ns,0
storage-noopt,timer_zero_deltas,0
storage-noopt,interrupt_polls,6901836
storage-noopt,invalid_events,0
storage-noopt,counter_overflow,0
storage-noopt,procedure_tracking_unavailable,0
storage-noopt,allocation_tracking_unavailable,0
storage-noopt,census_tracking_unavailable,0
storage-noopt,branch_tracking_unavailable,0
storage-opt,schema_version,5
storage-opt,vm_mode,rxvm
storage-opt,profile_mode,counts
storage-opt,result,0
storage-opt,timer_read_min_ns,0
storage-opt,timer_zero_deltas,0
storage-opt,interrupt_polls,6191856
storage-opt,invalid_events,0
storage-opt,counter_overflow,0
storage-opt,procedure_tracking_unavailable,0
storage-opt,allocation_tracking_unavailable,0
storage-opt,census_tracking_unavailable,0
storage-opt,branch_tracking_unavailable,0
list-noopt,schema_version,5
list-noopt,vm_mode,rxvm
list-noopt,profile_mode,counts
list-noopt,result,0
list-noopt,timer_read_min_ns,0
list-noopt,timer_zero_deltas,0
list-noopt,interrupt_polls,48614926
list-noopt,invalid_events,0
list-noopt,counter_overflow,0
list-noopt,procedure_tracking_unavailable,0
list-noopt,allocation_tracking_unavailable,0
list-noopt,census_tracking_unavailable,0
list-noopt,branch_tracking_unavailable,0
list-opt,schema_version,5
list-opt,vm_mode,rxvm
list-opt,profile_mode,counts
list-opt,result,0
list-opt,timer_read_min_ns,0
list-opt,timer_zero_deltas,0
list-opt,interrupt_polls,28477526
list-opt,invalid_events,0
list-opt,counter_overflow,0
list-opt,procedure_tracking_unavailable,0
list-opt,allocation_tracking_unavailable,0
list-opt,census_tracking_unavailable,0
list-opt,branch_tracking_unavailable,0
richards-noopt,schema_version,5
richards-noopt,vm_mode,rxvm
richards-noopt,profile_mode,counts
richards-noopt,result,0
richards-noopt,timer_read_min_ns,0
richards-noopt,timer_zero_deltas,0
richards-noopt,interrupt_polls,9302120
richards-noopt,invalid_events,0
richards-noopt,counter_overflow,0
richards-noopt,procedure_tracking_unavailable,0
richards-noopt,allocation_tracking_unavailable,0
richards-noopt,census_tracking_unavailable,0
richards-noopt,branch_tracking_unavailable,0
richards-opt,schema_version,5
richards-opt,vm_mode,rxvm
richards-opt,profile_mode,counts
richards-opt,result,0
richards-opt,timer_read_min_ns,0
richards-opt,timer_zero_deltas,0
richards-opt,interrupt_polls,8615245
richards-opt,invalid_events,0
richards-opt,counter_overflow,0
richards-opt,procedure_tracking_unavailable,0
richards-opt,allocation_tracking_unavailable,0
richards-opt,census_tracking_unavailable,0
richards-opt,branch_tracking_unavailable,0
json-noopt,schema_version,5
json-noopt,vm_mode,rxvm
json-noopt,profile_mode,counts
json-noopt,result,0
json-noopt,timer_read_min_ns,0
json-noopt,timer_zero_deltas,0
json-noopt,interrupt_polls,116490035
json-noopt,invalid_events,0
json-noopt,counter_overflow,0
json-noopt,procedure_tracking_unavailable,0
json-noopt,allocation_tracking_unavailable,0
json-noopt,census_tracking_unavailable,0
json-noopt,branch_tracking_unavailable,0
json-opt,schema_version,5
json-opt,vm_mode,rxvm
json-opt,profile_mode,counts
json-opt,result,0
json-opt,timer_read_min_ns,0
json-opt,timer_zero_deltas,0
json-opt,interrupt_polls,116475025
json-opt,invalid_events,0
json-opt,counter_overflow,0
json-opt,procedure_tracking_unavailable,0
json-opt,allocation_tracking_unavailable,0
json-opt,census_tracking_unavailable,0
json-opt,branch_tracking_unavailable,0
base64-noopt,schema_version,5
base64-noopt,vm_mode,rxvm
base64-noopt,profile_mode,counts
base64-noopt,result,0
base64-noopt,timer_read_min_ns,0
base64-noopt,timer_zero_deltas,0
base64-noopt,interrupt_polls,67952436
base64-noopt,invalid_events,0
base64-noopt,counter_overflow,0
base64-noopt,procedure_tracking_unavailable,0
base64-noopt,allocation_tracking_unavailable,0
base64-noopt,census_tracking_unavailable,0
base64-noopt,branch_tracking_unavailable,0
base64-opt,schema_version,5
base64-opt,vm_mode,rxvm
base64-opt,profile_mode,counts
base64-opt,result,0
base64-opt,timer_read_min_ns,0
base64-opt,timer_zero_deltas,0
base64-opt,interrupt_polls,46724369
base64-opt,invalid_events,0
base64-opt,counter_overflow,0
base64-opt,procedure_tracking_unavailable,0
base64-opt,allocation_tracking_unavailable,0
base64-opt,census_tracking_unavailable,0
base64-opt,branch_tracking_unavailable,0
rexxcps-noopt,schema_version,5
rexxcps-noopt,vm_mode,rxvm
rexxcps-noopt,profile_mode,counts
rexxcps-noopt,result,0
rexxcps-noopt,timer_read_min_ns,0
rexxcps-noopt,timer_zero_deltas,0
rexxcps-noopt,interrupt_polls,7132739
rexxcps-noopt,invalid_events,0
rexxcps-noopt,counter_overflow,0
rexxcps-noopt,procedure_tracking_unavailable,0
rexxcps-noopt,allocation_tracking_unavailable,0
rexxcps-noopt,census_tracking_unavailable,0
rexxcps-noopt,branch_tracking_unavailable,0
rexxcps-opt,schema_version,5
rexxcps-opt,vm_mode,rxvm
rexxcps-opt,profile_mode,counts
rexxcps-opt,result,0
rexxcps-opt,timer_read_min_ns,0
rexxcps-opt,timer_zero_deltas,0
rexxcps-opt,interrupt_polls,6110601
rexxcps-opt,invalid_events,0
rexxcps-opt,counter_overflow,0
rexxcps-opt,procedure_tracking_unavailable,0
rexxcps-opt,allocation_tracking_unavailable,0
rexxcps-opt,census_tracking_unavailable,0
rexxcps-opt,branch_tracking_unavailable,0
