rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,758715,107,9,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R42;r2=R43;r3=R44;r4=R45","benchmark_rexxcps_levelb_noopt",593
554,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c1) | SCOPY_REG_REG(r5,r4)","r1=R8;r2=R9;r3=R54;r4=R2;c1=int:4;r5=R10","_address",17608
555,1400,1,1,4,over_3_symbols,"NULL_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R0;r2=R3;r3=R23;c1=int:2","_address",7927
556,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | LOAD_REG_STRING(r2,c1) | CONCAT_REG_REG_STRING(r3,r2,c2) | ITOS_REG(r4)","r1=R52;r2=R40;c1=string@33736;r3=R59;c2=string@34216;r4=R41","benchmark_rexxcps_levelb_noopt",611
557,1400,1,1,7,over_3_symbols,"NULL_REG(r1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R76;r2=R77;c1=string@51416;r3=R73;c2=string@51808;r4=R74;c3=string@51976","benchmark_rexxcps_levelb_noopt",1375
558,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | CONCAT_REG_REG_STRING(r3,r4,c1) | CONCAT_REG_REG_REG(r3,r3,r5)","r1=R14;r2=R13;r3=R16;r4=R28;c1=string@89896;r5=R29","benchmark_rexxcps_levelb_noopt",2527
559,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | LOAD_REG_STRING(r3,c1) | CONCAT_REG_REG_STRING(r4,r3,c2)","r1=R51;r2=R52;r3=R40;c1=string@33736;r4=R59;c2=string@34216","benchmark_rexxcps_levelb_noopt",609
560,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | CONCAT_REG_REG_STRING(r4,r5,c1)","r1=R15;r2=R14;r3=R13;r4=R16;r5=R28;c1=string@89896","benchmark_rexxcps_levelb_noopt",2525
561,1400,1,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | LOAD_REG_STRING(r4,c1)","r1=R49;r2=R51;r3=R52;r4=R40;c1=string@33736","benchmark_rexxcps_levelb_noopt",607
562,1400,1,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | SETOBJUNINIT_REG_STRING(r4,c1)","r1=R6;r2=R21;r3=R7;r4=R3;c1=string@63","_address",8973
563,1400,1,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | SETOBJUNINIT_REG_STRING(r3,c1) | SETOBJUNINIT_REG_STRING(r2,c2)","r1=R5;r2=R6;r3=R3;c1=string@64;c2=string@61","_address",17591
564,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | SETOBJUNINIT_REG_STRING(r3,c1) | SETOBJUNINIT_REG_STRING(r4,c2)","r1=R21;r2=R7;r3=R3;c1=string@63;r4=R18;c2=string@61","_address",8975
565,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r2,c1) | SETOBJUNINIT_REG_STRING(r1,c2) | LOAD_REG_INT(r3,c3)","r1=R6;r2=R3;c1=string@64;c2=string@61;r3=R2;c3=int:0","_address",17593
566,1400,1,1,7,over_3_symbols,"NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r2,c1) | SETOBJUNINIT_REG_STRING(r3,c2) | SETOBJUNINIT_REG_STRING(r4,c3)","r1=R7;r2=R3;c1=string@63;r3=R18;c2=string@61;r4=R20;c3=string@60","_address",8977
567,1400,1,1,7,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r2,c4,r3)","r1=R11;r2=R1;c1=string@28800;c2=label@13787;r3=R10;c3=int:0;c4=func@11864","_address",13773
568,1400,4,2,6,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRT_ID_REG(c4,r1)","r1=R27;r2=R5;c1=string@1500288;c2=label@17173;c3=string@1500328;c4=label@17184","trace",17162
569,1400,1,1,7,over_3_symbols,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r2,c4)","r1=R27;r2=R1;c1=string@28800;c2=label@9066;r3=R0;c3=int:1;c4=int:256","_address",9034
570,1400,1,1,9,over_3_symbols,"SCONCAT_REG_REG_STRING(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3) | LOAD_REG_INT(r5,c4)","r1=R60;r2=R64;c1=string@34496;r3=R61;c2=int:6;r4=R62;c3=int:2;r5=R59;c4=int:4","benchmark_rexxcps_levelb_noopt",631
571,1400,1,1,8,over_3_symbols,"SCOPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r6) | COPY_REG_REG(r7,r8)","r1=R30;r2=R85;r3=R33;r4=R86;r5=R34;r6=R87;r7=R32;r8=R88","_address",9082
572,1400,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | GETATTRS_REG_REG_INT(r3,r4,c1) | IADD_REG_REG_INT(r3,r3,c2) | MINATTRS_REG_REG_INT(r4,r3,c1)","r1=R103;r2=R108;r3=R110;r4=R24;c1=int:0;c2=int:1","parseExec",4541
573,1400,1,1,8,over_3_symbols,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | ICOPY_REG_REG(r7,r8)","r1=R101;r2=R29;r3=R100;r4=R27;r5=R94;r6=R8;r7=R93;r8=R4","parseExec",3857
574,1400,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r1,c2) | SWAP_REG_REG(r3,r1)","r1=R7;r2=R10;c1=int:3;c2=int:256;r3=R11","_address",17624
575,1400,1,1,7,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r1,c2) | CALL_REG_FUNC_REG(r4,c3,r3)","r1=R1;r2=R12;r3=R0;c1=int:1;c2=int:256;r4=R2;c3=func@11648","_address",16289
576,1400,1,1,8,over_3_symbols,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r6) | COPY_REG_REG(r7,r8)","r1=R31;r2=R1;r3=R30;r4=R85;r5=R33;r6=R86;r7=R34;r8=R87","_address",9079
577,1400,1,1,7,over_3_symbols,"SCOPY_REG_REG(r1,r2) | SETATTRS_REG_INT(r3,c1) | SETOBJTYPE_REG_STRING(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R5;r2=R0;r3=R6;c1=int:7;c2=string@16;r4=R8;c3=int:0","_address",7957
578,1400,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | STOI_REG(r1) | ICOPY_REG_REG(r3,r1) | IEQ_REG_REG_INT(r4,r5,c1)","r1=R102;r2=R7;r3=R96;r4=R89;r5=R95;c1=int:3","parseExec",3872
579,1400,1,1,7,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | COPY_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r6,c1)","r1=R109;r2=R103;r3=R10;r4=R97;r5=R111;r6=R6;c1=int:3","parseExec",4560
580,1400,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | COPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1)","r1=R27;r2=R26;r3=R3;r4=R35;r5=R25;c1=int:1","_address",9185
581,1400,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | COPY_REG_REG(r3,r4) | NULL_REG(r5)","r1=R10;r2=R13;r3=R3;r4=R12;r5=R14","_address",8045
582,1400,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1) | BCOPY_REG_REG(r1,r4)","r1=R27;r2=R30;r3=R35;c1=int:8;r4=R33","_address",9107
583,1400,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1) | SCOPY_REG_REG(r1,r4)","r1=R27;r2=R31;r3=R35;c1=int:3;r4=R30","_address",9098
584,1400,1,1,7,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r4,c1) | IADD_REG_REG_INT(r5,r3,c2)","r1=R8;r2=R20;r3=R6;r4=R18;c1=int:3;r5=R9;c2=int:1","stem",386
585,1400,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c1) | LINKATTR1_REG_REG_INT(r1,r4,c2)","r1=R7;r2=R9;r3=R10;c1=int:0;r4=R6;c2=int:2","_address",7985
586,1400,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | COPY_REG_REG(r4,r5)","r1=R17;r2=R15;r3=R10;r4=R3;r5=R16","_address",8096
587,1400,1,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | INC_REG(r3) | BR_ID(c1)","r1=R49;r2=R88;r3=R41;c1=label@586","benchmark_rexxcps_levelb_noopt",1974
588,1400,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1) | BCF_ID_REG(c2,r3)","r1=R7;r2=R15;r3=R11;c1=int:1;c2=label@2624","benchmark_rexxcps_levelb_noopt",2514
589,1400,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1) | CALL_REG_FUNC_REG(r4,c2,r3)","r1=R52;r2=R75;r3=R71;c1=int:0;r4=R73;c2=func@26256","benchmark_rexxcps_levelb_noopt",1433
590,1400,1,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | REQ_REG_REG_STRING(r2,r1,c1) | BRF_ID_REG(c2,r2)","r1=R0;r2=R3;c1=string@28800;c2=label@7957","_address",7933
591,1400,1,1,7,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | SCOPY_REG_REG(r2,r3) | SCOPY_REG_REG(r4,r5)","r1=R35;c1=int:10;c2=string@15;r2=R31;r3=R1;r4=R30;r5=R85","_address",9073
592,1400,2,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | RET_REG(r1)","c1=int:1;r1=R1;r2=R7;c2=int:2","_address",5932
593,1400,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | NULL_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","c1=int:1;r1=R0;r2=R3;r3=R23;c2=int:2","_address",7923
594,1400,2,1,4,over_3_symbols,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R1;r2=R7;c2=int:2","_address",5930
595,1400,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | NULL_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | SCOPY_REG_REG(r1,r2)","c1=int:1;r1=R0;r2=R3;r3=R23;c2=int:2","_address",7925
596,1400,1,1,8,over_3_symbols,"SETOBJTYPE_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r3) | SCOPY_REG_REG(r4,r5) | COPY_REG_REG(r6,r7)","r1=R35;c1=string@15;r2=R31;r3=R1;r4=R30;r5=R85;r6=R33;r7=R86","_address",9076
597,1400,1,1,8,over_3_symbols,"SETOBJUNINIT_REG_STRING(r1,c1) | SETOBJUNINIT_REG_STRING(r2,c2) | SETOBJUNINIT_REG_STRING(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R3;c1=string@63;r2=R18;c2=string@61;r3=R20;c3=string@60;r4=R10;c4=int:0","_address",8979
598,1400,1,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | GETANDTP_REG_REG_INT(r2,r1,c2) | NOT_REG_REG(r3,r2) | BRF_ID_REG(c3,r3)","r1=R19;c1=int:0;r2=R6;c2=int:256;r3=R7;c3=label@411","stem",369
599,1400,1,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r1,c3) | SWAP_REG_REG(r3,r1)","r1=R9;c1=int:0;r2=R2;c2=int:1;c3=int:256;r3=R3","_address",15241
600,1400,1,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c2) | SETTP_REG_INT(r4,c2)","r1=R80;c1=int:768;r2=R81;c2=int:256;r3=R82;r4=R83","benchmark_rexxcps_levelb_noopt",1570
601,1400,1,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SETTP_REG_INT(r3,c2) | SETTP_REG_INT(r4,c1)","r1=R0;c1=int:256;r2=R56;r3=R57;c2=int:768;r4=R58","benchmark_rexxcps_levelb_noopt",660
602,1400,1,1,7,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SETTP_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R2;c1=int:256;r2=R66;r3=R67;c2=int:512;r4=R68;c3=int:768","benchmark_rexxcps_levelb_noopt",999
603,1400,1,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4) | SETTP_REG_INT(r5,c1)","r1=R38;c1=int:768;r2=R43;r3=R44;r4=R37;r5=R30","_address",18197
604,1400,1,1,6,over_3_symbols,"STRLEN_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r1) | BNE_ID_REG_INT(c1,r1,c2) | RET_REG(r4)","r1=R16;r2=R15;r3=R4;c1=label@194;c2=int:0;r4=R11","strip",182
605,1400,1,1,5,over_3_symbols,"STRUPPER_REG_REG(r1,r2) | COPY_REG_REG(r2,r1) | COPY_REG_REG(r3,r2) | RNE_REG_REG_STRING(r4,r3,c1)","r1=R28;r2=R23;r3=R1;r4=R27;c1=string@28800","_address",9025
606,1400,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | CONCAT_REG_REG_STRING(r3,r4,c1) | ITOS_REG(r5) | CONCAT_REG_REG_REG(r6,r3,r5)","r1=R0;r2=R56;r3=R60;r4=R40;c1=string@34216;r5=R41;r6=R63","benchmark_rexxcps_levelb_noopt",676
607,1400,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SCOPY_REG_REG(r4,r2)","r1=R54;r2=R39;r3=R46;c1=int:3;r4=R38","_address",18143
608,1400,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2) | SWAP_REG_REG(r5,r4)","r1=R22;r2=R39;r3=R37;c1=int:2;r4=R3;c2=int:256;r5=R38","_address",18114
609,1400,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | MINATTRS_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_REG(r2,r3,r4) | COPY_REG_REG(r2,r5)","r1=R30;r2=R45;r3=R51;r4=R5;c1=int:0;r5=R3","_address",18225
610,1400,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SWAP_REG_REG(r4,r3) | SRCMETHODSEL_REG_REG_STRING(r5,r1,c2)","r1=R38;r2=R3;r3=R54;c1=int:256;r4=R39;r5=R6;c2=string@2","_address",18123
611,1400,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SWAP_REG_REG(r4,r3) | SWAP_REG_REG(r5,r6)","r1=R42;r2=R1;r3=R38;c1=int:768;r4=R43;r5=R44;r6=R37","_address",18194
612,1400,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | COPY_REG_REG(r5,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R3;r2=R38;r3=R54;r4=R39;r5=R46;c1=int:3","_address",18140
613,1400,1,1,8,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | SETTP_REG_INT(r6,c2)","r1=R1;r2=R38;r3=R22;r4=R39;r5=R37;c1=int:2;r6=R3;c2=int:256","_address",18111
614,1400,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | MINATTRS_REG_REG_INT(r5,r6,c1) | LINKATTR1_REG_REG_REG(r4,r5,r6)","r1=R37;r2=R44;r3=R30;r4=R45;r5=R51;r6=R5;c1=int:0","_address",18222
615,1400,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SETTP_REG_INT(r5,c1) | SWAP_REG_REG(r6,r5)","r1=R43;r2=R38;r3=R44;r4=R37;r5=R30;c1=int:768;r6=R45","_address",18200
616,1400,1,1,9,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SWAP_REG_REG(r5,r6) | MINATTRS_REG_REG_INT(r7,r8,c1)","r1=R38;r2=R43;r3=R37;r4=R44;r5=R30;r6=R45;r7=R51;r8=R5;c1=int:0","_address",18219
617,1400,1,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r2) | BR_ID(c1)","r1=R10;r2=R3;r3=R16;r4=R17;c1=label@8111","_address",8101
618,1400,1,1,6,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r2) | LOAD_REG_STRING(r5,c1)","r1=R10;r2=R3;r3=R11;r4=R12;r5=R13;c1=string@312512","_address",8030
619,1400,1,1,7,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | IEQ_REG_REG_INT(r4,r5,c1) | BRF_ID_REG(c2,r4)","r1=R109;r2=R10;r3=R97;r4=R111;r5=R6;c1=int:3;c2=label@4578","parseExec",4563
620,1400,1,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r4,r1)","r1=R30;r2=R40;r3=R54;c1=int:3;r4=R22","_address",18076
621,1400,1,1,7,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c1) | ICOPY_REG_REG(r5,r6)","r1=R27;r2=R3;r3=R35;r4=R25;c1=int:1;r5=R10;r6=R83","_address",9188
622,1400,1,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | NULL_REG(r4) | COPY_REG_REG(r5,r2)","r1=R10;r2=R3;r3=R12;r4=R14;r5=R16","_address",8048
623,1400,1,1,5,over_3_symbols,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | ICOPY_REG_REG(r3,r2)","r1=R10;r2=R14;r3=R17;r4=R16;c1=int:2","_address",8070
624,1400,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R27;r2=R35;c1=int:6;r3=R36","_address",9167
625,1400,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IADD_REG_REG_INT(r4,r2,c2) | UNLINK_REG(r2)","r1=R8;r2=R6;r3=R18;c1=int:3;r4=R9;c2=int:1","stem",389
626,1400,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | BCF_ID_REG(c2,r2) | NULL_REG(r1)","r1=R15;r2=R11;c1=int:1;c2=label@2624","benchmark_rexxcps_levelb_noopt",2517
627,1400,1,1,6,over_3_symbols,"UNLINK_REG(r1) | SETATTRS_REG_INT(r2,c1) | SETOBJTYPE_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R27;r2=R36;c1=int:5;c2=string@23;r3=R26;c3=int:0","_address",9149
628,1400,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r1,r3)","r1=R17;r2=R10;r3=R3;r4=R16","_address",8099
629,1300,1,1,5,over_3_symbols,"CONCAT_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r2,c1) | ITOS_REG(r2) | CONCAT_REG_REG_STRING(r2,r2,c2)","r1=R60;r2=R57;r3=R55;c1=int:1;c2=string@34216","benchmark_rexxcps_levelb_noopt",1113
630,1300,1,1,4,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r3,c1) | ITOS_REG(r3)","r1=R55;r2=R60;r3=R57;c1=int:1","benchmark_rexxcps_levelb_noopt",1111
631,1300,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r3,c2)","r1=R55;c1=int:2;r2=R60;r3=R57;c2=int:1","benchmark_rexxcps_levelb_noopt",1108
632,1000,3,2,7,over_3_symbols,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRT_ID_REG(c3,r1) | REQ_REG_REG_STRING(r3,r2,c4)","c1=label@17173;r1=R27;r2=R5;c2=string@1500328;c3=label@17184;r3=R26;c4=string@1500368","trace",17166
633,1000,3,2,8,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r3,r2,c3) | BRTF_ID_ID_REG(c4,c5,r3)","r1=R27;r2=R5;c1=string@1500328;c2=label@17184;r3=R26;c3=string@1500368;c4=label@17190;c5=label@17195","trace",17169
634,600,3,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ENDLIFE_REG(r3) | INE_REG_REG_INT(r4,r4,c1)","r1=R3;r2=R2;r3=R0;r4=R24;c1=int:0","trace",18082
635,600,3,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | INE_REG_REG_INT(r3,r3,c1) | BRF_ID_REG(c2,r3)","r1=R2;r2=R0;r3=R24;c1=int:0;c2=label@18100","trace",18084
636,506,11,2,7,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r1,c3) | CALL_REG_FUNC_REG(r3,c4,r2)","r1=R31;c1=string@21736;r2=R30;c2=int:1;c3=int:768;r3=R29;c4=func@21856","benchmark_rexxcps_levelb_noopt",391
637,433,5,2,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c2) | ILT_REG_REG_INT(r4,r5,c1)","r1=R0;c1=int:0;r2=R5;c2=string@28800;r3=R7;r4=R11;r5=R10","left",63
638,433,5,2,7,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | ILT_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3)","r1=R5;c1=string@28800;r2=R7;r3=R11;r4=R10;c2=int:0;c3=label@82","left",66
639,432,4,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1)","r1=R16;r2=R19;r3=R18;r4=R6;r5=R20;c1=int:1","trace",5774
640,432,4,1,7,over_3_symbols,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c1) | LOAD_REG_STRING(r5,c2)","r1=R19;r2=R18;r3=R6;r4=R20;c1=int:1;r5=R12;c2=string@312160","trace",5776
641,432,4,1,8,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R18;r2=R6;r3=R20;c1=int:1;r4=R12;c2=string@312160;r5=R10;c3=int:0","trace",5778
642,417,4,2,7,over_3_symbols,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | SETSTRPOS_REG_REG(r4,r5) | SUBSTRING_REG_REG_REG(r6,r4,r2)","r1=R11;r2=R10;r3=R9;c1=label@126;r4=R8;r5=R0;r6=R7","left",110
643,417,4,2,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_STRING(r4,c2)","r1=R3;c1=int:0;r2=R0;r3=R5;c2=string@28800;r4=R7","left",60
644,417,4,2,7,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R19;c1=string@1760;r2=R12;c2=int:100;r3=R3;r4=R11;c3=string@3232","benchmark_rexxcps_levelb_noopt",26
645,416,3,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | SETSTRPOS_REG_REG(r2,r3) | SUBSTRING_REG_REG_REG(r4,r2,r5) | SCOPY_REG_REG(r1,r4)","c1=label@5862;r1=R21;r2=R18;r3=R13;r4=R17;r5=R20","trace",5847
646,400,1,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r4,c4,r3)","c1=label@347;r1=R20;r2=R22;c2=int:0;r3=R21;c3=int:1;r4=R19;c4=func@1589424","time",319
647,400,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | REQ_REG_REG_STRING(r1,r3,c3) | BRF_ID_REG(c4,r1)","c1=label@213;r1=R16;r2=R13;c2=int:1;r3=R7;c3=string@1593664;c4=label@223","time",207
648,400,1,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | SWAP_REG_REG(r3,r4) | CALL_REG_FUNC_REG(r5,c3,r2)","c1=label@367;r1=R17;r2=R19;c2=int:1;r3=R20;r4=R1;r5=R16;c3=func@1589424","time",291
649,400,1,1,7,over_3_symbols,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r3,c4)","c1=label@291;r1=R17;r2=R7;c2=string@938176;c3=label@367;r3=R19;c4=int:1","time",284
650,400,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | LOAD_REG_FLOAT(r2,c1) | ITOF_REG(r3) | FCOPY_REG_REG(r2,r3)","r1=R19;r2=R18;c1=float@456112;r3=R16","time",345
