rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,758715,107,9,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R42;r2=R43;r3=R44;r4=R45","benchmark_rexxcps_levelb_noopt",591
497,1400,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | ICOPY_REG_REG(r5,r4)","r1=R49;c1=int:1;r2=R50;r3=R18;r4=R43;c2=int:5;r5=R42","_address",9248
498,1400,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r3) | ISUB_REG_REG_INT(r2,r2,c2) | LOAD_REG_INT(r4,c3)","r1=R25;c1=int:1;r2=R10;r3=R83;c2=int:5;r4=R4;c3=int:2","_address",9009
499,1400,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_STRING_REG(r1,c2,r1) | CONCAT_REG_REG_STRING(r1,r1,c3)","r1=R81;c1=int:1;c2=string@57472;c3=string@464","benchmark_rexxcps_levelb_noopt",1617
500,1400,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | SCONCAT_REG_REG_STRING(r2,r1,c2) | LOAD_REG_INT(r3,c3)","r1=R64;c1=int:1234;r2=R60;c2=string@34496;r3=R61;c3=int:6","benchmark_rexxcps_levelb_noopt",624
501,1400,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r4,c4)","r1=R61;c1=int:6;r2=R62;c2=int:2;r3=R59;c3=int:4;r4=R60;c4=int:768","benchmark_rexxcps_levelb_noopt",633
502,1400,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c2) | SETTP_REG_INT(r4,c2)","r1=R84;c1=int:4;r2=R85;c2=int:256;r3=R86;r4=R87","benchmark_rexxcps_levelb_noopt",1646
503,1400,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SETTP_REG_INT(r4,c3)","r1=R79;c1=int:5;r2=R80;c2=int:768;r3=R81;c3=int:256;r4=R82","benchmark_rexxcps_levelb_noopt",1565
504,1400,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SRCMETHODSEL_REG_REG_STRING(r3,r2,c3) | DCALL_REG_REG_REG(r3,r3,r1)","r1=R85;c1=int:1;r2=R86;c2=int:256;r3=R81;c3=string@0","benchmark_rexxcps_levelb_noopt",1530
505,1400,1,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | CONCAT_REG_REG_STRING(r2,r1,c2) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r4,r2,r3)","r1=R40;c1=string@33736;r2=R59;c2=string@34216;r3=R41;r4=R57","benchmark_rexxcps_levelb_noopt",611
506,1400,1,1,8,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r4,c4,r2)","r1=R80;c1=string@55328;r2=R87;c2=int:1;r3=R88;c3=int:512;r4=R86;c4=func@55448","benchmark_rexxcps_levelb_noopt",1517
507,1400,1,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | SETTP_REG_INT(r1,c2) | GETANDTP_REG_REG_INT(r2,r1,c3) | NOT_REG_REG(r3,r2)","r1=R19;c1=string@28800;c2=int:0;r2=R6;c3=int:256;r3=R7","stem",362
508,1400,1,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | SETTP_REG_INT(r1,c2) | LOAD_REG_INT(r2,c3) | SETTP_REG_INT(r1,c4)","r1=R9;c1=string@28800;c2=int:0;r2=R2;c3=int:1;c4=int:256","_address",14820
509,1400,1,1,7,over_3_symbols,"NOT_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SCOPY_REG_REG(r3,r5)","r1=R7;r2=R6;c1=label@407;r3=R8;r4=R18;c2=int:4;r5=R20","stem",372
510,1400,1,1,5,over_3_symbols,"NULL_REG(r1) | CONCAT_REG_REG_STRING(r2,r3,c1) | CONCAT_REG_REG_REG(r2,r2,r4) | CONCAT_REG_REG_STRING(r2,r2,c1)","r1=R13;r2=R16;r3=R28;c1=string@89896;r4=R29","benchmark_rexxcps_levelb_noopt",2493
511,1400,1,1,8,over_3_symbols,"NULL_REG(r1) | COPY_REG_REG(r2,r3) | CONCAT_REG_STRING_REG(r4,c1,r5) | LINKATTR1_REG_REG_INT(r6,r2,c2)","r1=R14;r2=R16;r3=R3;r4=R15;c1=string@312856;r5=R5;r6=R10;c2=int:2","_address",7875
512,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c1) | SCOPY_REG_REG(r5,r4)","r1=R8;r2=R9;r3=R54;r4=R2;c1=int:4;r5=R10","_address",17118
513,1400,1,1,4,over_3_symbols,"NULL_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R0;r2=R3;r3=R23;c1=int:2","_address",7749
514,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | LOAD_REG_STRING(r2,c1) | CONCAT_REG_REG_STRING(r3,r2,c2) | ITOS_REG(r4)","r1=R52;r2=R40;c1=string@33736;r3=R59;c2=string@34216;r4=R41","benchmark_rexxcps_levelb_noopt",609
515,1400,1,1,7,over_3_symbols,"NULL_REG(r1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R76;r2=R77;c1=string@51416;r3=R73;c2=string@51808;r4=R74;c3=string@51976","benchmark_rexxcps_levelb_noopt",1373
516,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | CONCAT_REG_REG_STRING(r3,r4,c1) | CONCAT_REG_REG_REG(r3,r3,r5)","r1=R14;r2=R13;r3=R16;r4=R28;c1=string@89896;r5=R29","benchmark_rexxcps_levelb_noopt",2491
517,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | LOAD_REG_STRING(r3,c1) | CONCAT_REG_REG_STRING(r4,r3,c2)","r1=R51;r2=R52;r3=R40;c1=string@33736;r4=R59;c2=string@34216","benchmark_rexxcps_levelb_noopt",607
518,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | CONCAT_REG_REG_STRING(r4,r5,c1)","r1=R15;r2=R14;r3=R13;r4=R16;r5=R28;c1=string@89896","benchmark_rexxcps_levelb_noopt",2489
519,1400,1,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | LOAD_REG_STRING(r4,c1)","r1=R49;r2=R51;r3=R52;r4=R40;c1=string@33736","benchmark_rexxcps_levelb_noopt",605
520,1400,1,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | SETOBJUNINIT_REG_STRING(r4,c1)","r1=R6;r2=R21;r3=R7;r4=R3;c1=string@63","_address",8789
521,1400,1,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | SETOBJUNINIT_REG_STRING(r3,c1) | SETOBJUNINIT_REG_STRING(r2,c2)","r1=R5;r2=R6;r3=R3;c1=string@64;c2=string@61","_address",17101
522,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | SETOBJUNINIT_REG_STRING(r3,c1) | SETOBJUNINIT_REG_STRING(r4,c2)","r1=R21;r2=R7;r3=R3;c1=string@63;r4=R18;c2=string@61","_address",8791
523,1400,1,1,6,over_3_symbols,"NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r2,c1) | SETOBJUNINIT_REG_STRING(r1,c2) | LOAD_REG_INT(r3,c3)","r1=R6;r2=R3;c1=string@64;c2=string@61;r3=R2;c3=int:0","_address",17103
524,1400,1,1,7,over_3_symbols,"NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r2,c1) | SETOBJUNINIT_REG_STRING(r3,c2) | SETOBJUNINIT_REG_STRING(r4,c3)","r1=R7;r2=R3;c1=string@63;r3=R18;c2=string@61;r4=R20;c3=string@60","_address",8793
525,1400,1,1,7,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r2,c4,r3)","r1=R11;r2=R1;c1=string@28800;c2=label@13401;r3=R10;c3=int:0;c4=func@11864","_address",13387
526,1400,4,2,6,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRT_ID_REG(c4,r1)","r1=R27;r2=R5;c1=string@1500288;c2=label@16166;c3=string@1500328;c4=label@16177","trace",16155
527,1400,1,1,7,over_3_symbols,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r2,c4)","r1=R27;r2=R1;c1=string@28800;c2=label@8882;r3=R0;c3=int:1;c4=int:256","_address",8850
528,1400,1,1,9,over_3_symbols,"SCONCAT_REG_REG_STRING(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3) | LOAD_REG_INT(r5,c4)","r1=R60;r2=R64;c1=string@34496;r3=R61;c2=int:6;r4=R62;c3=int:2;r5=R59;c4=int:4","benchmark_rexxcps_levelb_noopt",629
529,1400,1,1,8,over_3_symbols,"SCOPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r6) | COPY_REG_REG(r7,r8)","r1=R30;r2=R85;r3=R33;r4=R86;r5=R34;r6=R87;r7=R32;r8=R88","_address",8898
530,1400,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | GETATTRS_REG_REG_INT(r3,r4,c1) | IADD_REG_REG_INT(r3,r3,c2) | MINATTRS_REG_REG_INT(r4,r3,c1)","r1=R103;r2=R108;r3=R110;r4=R24;c1=int:0;c2=int:1","parseExec",4245
531,1400,1,1,8,over_3_symbols,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | ICOPY_REG_REG(r7,r8)","r1=R101;r2=R29;r3=R100;r4=R27;r5=R94;r6=R8;r7=R93;r8=R4","parseExec",3623
532,1400,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r1,c2) | SWAP_REG_REG(r3,r1)","r1=R7;r2=R10;c1=int:3;c2=int:256;r3=R11","_address",17134
533,1400,1,1,7,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r1,c2) | CALL_REG_FUNC_REG(r4,c3,r3)","r1=R1;r2=R12;r3=R0;c1=int:1;c2=int:256;r4=R2;c3=func@11648","_address",15841
534,1400,1,1,8,over_3_symbols,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r6) | COPY_REG_REG(r7,r8)","r1=R31;r2=R1;r3=R30;r4=R85;r5=R33;r6=R86;r7=R34;r8=R87","_address",8895
535,1400,1,1,7,over_3_symbols,"SCOPY_REG_REG(r1,r2) | SETATTRS_REG_INT(r3,c1) | SETOBJTYPE_REG_STRING(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R5;r2=R0;r3=R6;c1=int:7;c2=string@16;r4=R8;c3=int:0","_address",7779
536,1400,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | STOI_REG(r1) | ICOPY_REG_REG(r3,r1) | IEQ_REG_REG_INT(r4,r5,c1)","r1=R102;r2=R7;r3=R96;r4=R89;r5=R95;c1=int:3","parseExec",3638
537,1400,1,1,7,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | COPY_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r6,c1)","r1=R109;r2=R103;r3=R10;r4=R97;r5=R111;r6=R6;c1=int:3","parseExec",4264
538,1400,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | COPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1)","r1=R27;r2=R26;r3=R3;r4=R35;r5=R25;c1=int:1","_address",9001
539,1400,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | COPY_REG_REG(r3,r4) | NULL_REG(r5)","r1=R10;r2=R13;r3=R3;r4=R12;r5=R14","_address",7867
540,1400,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1) | BCOPY_REG_REG(r1,r4)","r1=R27;r2=R30;r3=R35;c1=int:8;r4=R33","_address",8923
541,1400,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1) | SCOPY_REG_REG(r1,r4)","r1=R27;r2=R31;r3=R35;c1=int:3;r4=R30","_address",8914
542,1400,1,1,7,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r4,c1) | IADD_REG_REG_INT(r5,r3,c2)","r1=R8;r2=R20;r3=R6;r4=R18;c1=int:3;r5=R9;c2=int:1","stem",382
543,1400,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c1) | LINKATTR1_REG_REG_INT(r1,r4,c2)","r1=R7;r2=R9;r3=R10;c1=int:0;r4=R6;c2=int:2","_address",7807
544,1400,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | COPY_REG_REG(r4,r5)","r1=R17;r2=R15;r3=R10;r4=R3;r5=R16","_address",7918
545,1400,1,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | INC_REG(r3) | BR_ID(c1)","r1=R49;r2=R88;r3=R41;c1=label@584","benchmark_rexxcps_levelb_noopt",1972
546,1400,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1) | BCF_ID_REG(c2,r3)","r1=R7;r2=R15;r3=R11;c1=int:1;c2=label@2588","benchmark_rexxcps_levelb_noopt",2478
547,1400,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1) | CALL_REG_FUNC_REG(r4,c2,r3)","r1=R52;r2=R75;r3=R71;c1=int:0;r4=R73;c2=func@26256","benchmark_rexxcps_levelb_noopt",1431
548,1400,1,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | REQ_REG_REG_STRING(r2,r1,c1) | BRF_ID_REG(c2,r2)","r1=R0;r2=R3;c1=string@28800;c2=label@7779","_address",7755
549,1400,1,1,7,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | SCOPY_REG_REG(r2,r3) | SCOPY_REG_REG(r4,r5)","r1=R35;c1=int:10;c2=string@15;r2=R31;r3=R1;r4=R30;r5=R85","_address",8889
550,1400,2,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | RET_REG(r1)","c1=int:1;r1=R1;r2=R7;c2=int:2","_address",5778
551,1400,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | NULL_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","c1=int:1;r1=R0;r2=R3;r3=R23;c2=int:2","_address",7745
552,1400,2,1,4,over_3_symbols,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R1;r2=R7;c2=int:2","_address",5776
553,1400,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | NULL_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | SCOPY_REG_REG(r1,r2)","c1=int:1;r1=R0;r2=R3;r3=R23;c2=int:2","_address",7747
554,1400,1,1,8,over_3_symbols,"SETOBJTYPE_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r3) | SCOPY_REG_REG(r4,r5) | COPY_REG_REG(r6,r7)","r1=R35;c1=string@15;r2=R31;r3=R1;r4=R30;r5=R85;r6=R33;r7=R86","_address",8892
555,1400,1,1,8,over_3_symbols,"SETOBJUNINIT_REG_STRING(r1,c1) | SETOBJUNINIT_REG_STRING(r2,c2) | SETOBJUNINIT_REG_STRING(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R3;c1=string@63;r2=R18;c2=string@61;r3=R20;c3=string@60;r4=R10;c4=int:0","_address",8795
556,1400,1,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | GETANDTP_REG_REG_INT(r2,r1,c2) | NOT_REG_REG(r3,r2) | BRF_ID_REG(c3,r3)","r1=R19;c1=int:0;r2=R6;c2=int:256;r3=R7;c3=label@407","stem",365
557,1400,1,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r1,c3) | SWAP_REG_REG(r3,r1)","r1=R9;c1=int:0;r2=R2;c2=int:1;c3=int:256;r3=R3","_address",14823
558,1400,1,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c2) | SETTP_REG_INT(r4,c2)","r1=R80;c1=int:768;r2=R81;c2=int:256;r3=R82;r4=R83","benchmark_rexxcps_levelb_noopt",1568
559,1400,1,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SETTP_REG_INT(r3,c2) | SETTP_REG_INT(r4,c1)","r1=R0;c1=int:256;r2=R56;r3=R57;c2=int:768;r4=R58","benchmark_rexxcps_levelb_noopt",658
560,1400,1,1,7,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SETTP_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R2;c1=int:256;r2=R66;r3=R67;c2=int:512;r4=R68;c3=int:768","benchmark_rexxcps_levelb_noopt",997
561,1400,1,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4) | SETTP_REG_INT(r5,c1)","r1=R38;c1=int:768;r2=R43;r3=R44;r4=R37;r5=R30","_address",17693
562,1400,1,1,6,over_3_symbols,"STRLEN_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r1) | BNE_ID_REG_INT(c1,r1,c2) | RET_REG(r4)","r1=R16;r2=R15;r3=R4;c1=label@194;c2=int:0;r4=R11","strip",182
563,1400,1,1,5,over_3_symbols,"STRUPPER_REG_REG(r1,r2) | COPY_REG_REG(r2,r1) | COPY_REG_REG(r3,r2) | RNE_REG_REG_STRING(r4,r3,c1)","r1=R28;r2=R23;r3=R1;r4=R27;c1=string@28800","_address",8841
564,1400,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | CONCAT_REG_REG_STRING(r3,r4,c1) | ITOS_REG(r5) | CONCAT_REG_REG_REG(r6,r3,r5)","r1=R0;r2=R56;r3=R60;r4=R40;c1=string@34216;r5=R41;r6=R63","benchmark_rexxcps_levelb_noopt",674
565,1400,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SCOPY_REG_REG(r4,r2)","r1=R54;r2=R39;r3=R46;c1=int:3;r4=R38","_address",17639
566,1400,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2) | SWAP_REG_REG(r5,r4)","r1=R22;r2=R39;r3=R37;c1=int:2;r4=R3;c2=int:256;r5=R38","_address",17610
567,1400,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | MINATTRS_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_REG(r2,r3,r4) | COPY_REG_REG(r2,r5)","r1=R30;r2=R45;r3=R51;r4=R5;c1=int:0;r5=R3","_address",17721
568,1400,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SWAP_REG_REG(r4,r3) | SRCMETHODSEL_REG_REG_STRING(r5,r1,c2)","r1=R38;r2=R3;r3=R54;c1=int:256;r4=R39;r5=R6;c2=string@2","_address",17619
569,1400,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SWAP_REG_REG(r4,r3) | SWAP_REG_REG(r5,r6)","r1=R42;r2=R1;r3=R38;c1=int:768;r4=R43;r5=R44;r6=R37","_address",17690
570,1400,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | COPY_REG_REG(r5,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R3;r2=R38;r3=R54;r4=R39;r5=R46;c1=int:3","_address",17636
571,1400,1,1,8,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | SETTP_REG_INT(r6,c2)","r1=R1;r2=R38;r3=R22;r4=R39;r5=R37;c1=int:2;r6=R3;c2=int:256","_address",17607
572,1400,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | MINATTRS_REG_REG_INT(r5,r6,c1) | LINKATTR1_REG_REG_REG(r4,r5,r6)","r1=R37;r2=R44;r3=R30;r4=R45;r5=R51;r6=R5;c1=int:0","_address",17718
573,1400,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SETTP_REG_INT(r5,c1) | SWAP_REG_REG(r6,r5)","r1=R43;r2=R38;r3=R44;r4=R37;r5=R30;c1=int:768;r6=R45","_address",17696
574,1400,1,1,9,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SWAP_REG_REG(r5,r6) | MINATTRS_REG_REG_INT(r7,r8,c1)","r1=R38;r2=R43;r3=R37;r4=R44;r5=R30;r6=R45;r7=R51;r8=R5;c1=int:0","_address",17715
575,1400,1,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r2) | BR_ID(c1)","r1=R10;r2=R3;r3=R16;r4=R17;c1=label@7933","_address",7923
576,1400,1,1,6,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r2) | LOAD_REG_STRING(r5,c1)","r1=R10;r2=R3;r3=R11;r4=R12;r5=R13;c1=string@312512","_address",7852
577,1400,1,1,7,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | IEQ_REG_REG_INT(r4,r5,c1) | BRF_ID_REG(c2,r4)","r1=R109;r2=R10;r3=R97;r4=R111;r5=R6;c1=int:3;c2=label@4282","parseExec",4267
578,1400,1,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r4,r1)","r1=R30;r2=R40;r3=R54;c1=int:3;r4=R22","_address",17572
579,1400,1,1,7,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c1) | ICOPY_REG_REG(r5,r6)","r1=R27;r2=R3;r3=R35;r4=R25;c1=int:1;r5=R10;r6=R83","_address",9004
580,1400,1,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | NULL_REG(r4) | COPY_REG_REG(r5,r2)","r1=R10;r2=R3;r3=R12;r4=R14;r5=R16","_address",7870
581,1400,1,1,5,over_3_symbols,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | ICOPY_REG_REG(r3,r2)","r1=R10;r2=R14;r3=R17;r4=R16;c1=int:2","_address",7892
582,1400,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R27;r2=R35;c1=int:6;r3=R36","_address",8983
583,1400,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IADD_REG_REG_INT(r4,r2,c2) | UNLINK_REG(r2)","r1=R8;r2=R6;r3=R18;c1=int:3;r4=R9;c2=int:1","stem",385
584,1400,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | BCF_ID_REG(c2,r2) | NULL_REG(r1)","r1=R15;r2=R11;c1=int:1;c2=label@2588","benchmark_rexxcps_levelb_noopt",2481
585,1400,1,1,6,over_3_symbols,"UNLINK_REG(r1) | SETATTRS_REG_INT(r2,c1) | SETOBJTYPE_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R27;r2=R36;c1=int:5;c2=string@23;r3=R26;c3=int:0","_address",8965
586,1400,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r1,r3)","r1=R17;r2=R10;r3=R3;r4=R16","_address",7921
587,1300,1,1,5,over_3_symbols,"CONCAT_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r2,c1) | ITOS_REG(r2) | CONCAT_REG_REG_STRING(r2,r2,c2)","r1=R60;r2=R57;r3=R55;c1=int:1;c2=string@34216","benchmark_rexxcps_levelb_noopt",1111
588,1300,1,1,4,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r3,c1) | ITOS_REG(r3)","r1=R55;r2=R60;r3=R57;c1=int:1","benchmark_rexxcps_levelb_noopt",1109
589,1300,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r3,c2)","r1=R55;c1=int:2;r2=R60;r3=R57;c2=int:1","benchmark_rexxcps_levelb_noopt",1106
590,1000,3,2,7,over_3_symbols,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRT_ID_REG(c3,r1) | REQ_REG_REG_STRING(r3,r2,c4)","c1=label@16166;r1=R27;r2=R5;c2=string@1500328;c3=label@16177;r3=R26;c4=string@1500368","trace",16159
591,1000,3,2,8,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r3,r2,c3) | BRTF_ID_ID_REG(c4,c5,r3)","r1=R27;r2=R5;c1=string@1500328;c2=label@16177;r3=R26;c3=string@1500368;c4=label@16183;c5=label@16188","trace",16162
592,506,11,2,7,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r1,c3) | CALL_REG_FUNC_REG(r3,c4,r2)","r1=R31;c1=string@21736;r2=R30;c2=int:1;c3=int:768;r3=R29;c4=func@21856","benchmark_rexxcps_levelb_noopt",391
